good_bad_flag,pct_ontime,total_ontime,max_active_of_loans,max_approval_duration,bank_name_clients,max_age_at_loan,avg_age_at_loan,employment_status,bank_account_type,total_num_of_loans,termdays
Bad,33.33333333,1,3,1.004166667,GT Bank,50,49.7,Unknown,Savings,6,15
Bad,33.33333333,1,3,1.003611111,GT Bank,29,29.1,Permanent,Savings,6,30
Good,66.66666667,2,3,1.001944444,First Bank,32,32.3,Permanent,Savings,6,30
Bad,0,0,3,1.003333333,Fidelity Bank,33,33.3,Permanent,Savings,6,30
Good,100,3,3,1.003333333,GT Bank,25,24.8,Permanent,Savings,6,30
Good,66.66666667,2,3,1.005,GT Bank,28,27.6,Permanent,Savings,6,30
Good,100,3,3,1.003055556,GT Bank,31,30.4,Permanent,Savings,6,30
Good,66.66666667,2,3,1.018888889,GT Bank,36,35.6,Permanent,Savings,6,30
Good,66.66666667,2,3,1.018888889,GT Bank,38,37.9,Permanent,Savings,6,15
Good,100,3,3,1.019166667,Diamond Bank,24,24.3,Permanent,Savings,6,30
Good,100,3,3,1.018888889,GT Bank,30,29.9,Permanent,Savings,6,30
Good,100,3,3,1.018611111,First Bank,30,29.5,Permanent,Savings,6,30
Good,100,3,3,1.018888889,UBA,38,37.8,Permanent,Savings,6,30
Good,100,3,3,1.018611111,UBA,34,33.8,Permanent,Savings,6,15
Good,100,3,3,1.019166667,First Bank,37,37.4,Unknown,Savings,6,30
Bad,0,0,3,1.018888889,Diamond Bank,29,28.7,Unknown,Savings,6,30
Good,66.66666667,2,3,1.003333333,EcoBank,35,34.4,Permanent,Savings,6,30
Good,100,3,3,1.003888889,FCMB,31,30.9,Permanent,Savings,6,30
Bad,33.33333333,1,3,1.018888889,GT Bank,30,29.7,Unknown,Savings,6,15
Good,66.66666667,2,3,1.003055556,First Bank,27,26.6,Permanent,Savings,6,30
Good,100,3,3,1.013055556,First Bank,32,31.7,Permanent,Savings,6,15
Good,100,3,3,1.018888889,First Bank,38,38,Permanent,Savings,6,30
Good,100,3,3,1.003055556,Zenith Bank,42,42.1,Permanent,Savings,6,15
Bad,33.33333333,1,3,1.018888889,Access Bank,32,31.5,Permanent,Savings,6,15
Bad,33.33333333,1,3,1.003888889,GT Bank,35,35,Unknown,Savings,6,15
Good,66.66666667,2,3,1.003333333,GT Bank,31,30.6,Permanent,Savings,6,30
Good,100,3,3,1.003611111,First Bank,38,37.7,Permanent,Savings,6,15
Good,33.33333333,1,3,1.004166667,GT Bank,27,26.9,Permanent,Savings,6,15
Good,100,3,3,1.004166667,UBA,31,31.4,Permanent,Savings,6,30
Bad,66.66666667,2,3,1.002222222,Fidelity Bank,27,27.3,Permanent,Savings,6,30
Good,66.66666667,2,3,1.018611111,GT Bank,35,35.4,Permanent,Savings,6,15
Bad,33.33333333,1,3,1.005,GT Bank,38,37.9,Unknown,Savings,6,30
Bad,66.66666667,2,3,1.018888889,Fidelity Bank,30,30.1,Permanent,Savings,6,30
Bad,33.33333333,1,3,1.018888889,EcoBank,27,26.5,Permanent,Savings,6,30
Bad,33.33333333,1,3,1.003888889,GT Bank,36,35.5,Unknown,Savings,6,15
Good,66.66666667,2,3,1.002222222,Diamond Bank,35,35.2,Permanent,Savings,6,15
Good,100,3,3,1.002222222,Stanbic IBTC,33,33.4,Permanent,Savings,6,30
Good,33.33333333,1,3,1.018888889,Fidelity Bank,25,25,Permanent,Savings,6,30
Bad,33.33333333,1,3,1.018888889,Zenith Bank,31,30.8,Permanent,Savings,6,30
Good,66.66666667,2,3,1.003333333,GT Bank,25,25.4,Permanent,Savings,6,30
Good,100,3,3,1.005,Access Bank,35,34.7,Permanent,Savings,6,30
Good,66.66666667,2,3,1.019166667,UBA,29,28.7,Unknown,Savings,6,30
Good,100,3,3,1.003611111,GT Bank,24,24.1,Student,Savings,6,30
Good,100,3,3,1.003611111,GT Bank,46,45.9,Permanent,Savings,6,30
Good,66.66666667,2,3,1.019166667,GT Bank,32,32,Permanent,Savings,6,30
Good,33.33333333,1,3,1.005,GT Bank,29,28.5,Permanent,Savings,6,30
Good,100,3,3,1.018333333,Access Bank,26,26,Permanent,Savings,6,30
Good,33.33333333,1,3,1.003888889,First Bank,43,42.8,Permanent,Savings,6,30
Good,100,3,3,1.001944444,Stanbic IBTC,25,25,Permanent,Savings,6,30
Good,100,3,3,1.018888889,GT Bank,39,39.3,Permanent,Savings,6,30
Good,100,3,3,1.002222222,GT Bank,42,41.9,Permanent,Savings,6,30
Good,100,3,3,1.003055556,Stanbic IBTC,49,49,Permanent,Savings,6,30
Bad,33.33333333,1,3,1.005277778,Access Bank,28,27.6,Permanent,Savings,6,30
Good,66.66666667,2,3,1.019444444,Unity Bank,29,29.4,Permanent,Savings,6,30
Bad,66.66666667,2,3,1.018888889,Access Bank,37,37.2,Permanent,Savings,6,30
Bad,33.33333333,1,3,1.003333333,UBA,30,30.2,Permanent,Savings,6,15
Bad,0,0,3,1.005277778,Stanbic IBTC,46,46.2,Permanent,Savings,6,30
Good,100,3,3,1.003055556,Fidelity Bank,36,36.1,Unknown,Savings,6,30
Good,100,3,3,1.018888889,Diamond Bank,39,39.1,Permanent,Savings,6,15
Good,66.66666667,2,3,1.001944444,GT Bank,51,50.5,Permanent,Savings,6,30
Good,33.33333333,1,3,1.003888889,UBA,31,30.7,Self-Employed,Savings,6,30
Good,100,3,3,1.003055556,Access Bank,42,41.6,Permanent,Other,6,30
Good,66.66666667,2,3,1.003055556,UBA,26,25.7,Self-Employed,Other,6,30
Good,100,3,3,1.019722222,GT Bank,42,42.2,Permanent,Savings,6,30
Good,66.66666667,2,3,1.018333333,First Bank,33,32.6,Self-Employed,Other,6,30
Bad,0,0,3,1.004444444,Access Bank,36,36.4,Permanent,Savings,6,30
Good,100,3,3,1.018888889,GT Bank,38,37.8,Permanent,Savings,6,30
Bad,0,0,3,1.004722222,Heritage Bank,27,26.7,Permanent,Savings,6,30
Good,33.33333333,1,3,1.002777778,GT Bank,24,23.3,Student,Other,6,15
Good,66.66666667,2,3,1.004722222,UBA,36,35.7,Permanent,Other,6,15
Good,33.33333333,1,3,1.005,FCMB,32,32.3,Permanent,Savings,6,30
Good,100,3,3,1.036944444,Zenith Bank,37,37.2,Permanent,Savings,6,30
Bad,0,0,3,1.0025,Zenith Bank,33,33.1,Permanent,Other,6,30
Good,66.66666667,2,3,1.001944444,UBA,27,27,Permanent,Savings,6,30
Bad,66.66666667,2,3,1.004166667,Zenith Bank,33,33.2,Permanent,Savings,6,30
Good,66.66666667,2,3,1.003611111,UBA,28,28.4,Permanent,Savings,6,15
Bad,33.33333333,1,3,1.019166667,Diamond Bank,35,34.5,Permanent,Savings,6,15
Good,100,3,3,1.003055556,First Bank,27,27,Permanent,Savings,6,30
Good,66.66666667,2,3,1.018888889,GT Bank,31,30.6,Permanent,Savings,6,15
Bad,0,0,3,1.0025,GT Bank,26,25.5,Permanent,Savings,6,30
Good,100,3,3,1.019444444,First Bank,47,46.7,Permanent,Savings,6,15
Good,66.66666667,2,3,1.019444444,First Bank,40,39.9,ContractRetiredUnemployed,Savings,6,15
Good,100,3,3,1.003333333,GT Bank,35,35.1,Permanent,Savings,6,30
Good,100,3,3,1.02,GT Bank,33,32.7,Self-Employed,Other,6,15
Good,66.66666667,2,3,1.018333333,Fidelity Bank,26,26.1,Unknown,Savings,6,15
Bad,0,0,3,1.004722222,GT Bank,29,28.5,Permanent,Savings,6,30
Good,100,3,3,1.002777778,GT Bank,38,37.7,Permanent,Savings,6,30
Good,100,3,3,1.003611111,Access Bank,27,27.3,Permanent,Savings,6,15
Good,66.66666667,2,3,1.019722222,GT Bank,41,40.5,Permanent,Other,6,30
Good,66.66666667,2,3,1.018055556,Fidelity Bank,39,38.7,Unknown,Savings,6,30
Good,66.66666667,2,3,1.021666667,Diamond Bank,29,29,Permanent,Savings,6,30
Good,66.66666667,2,3,1.018888889,Diamond Bank,28,28.2,Permanent,Savings,6,30
Good,100,3,3,1.02,GT Bank,29,28.6,Permanent,Savings,6,30
Bad,33.33333333,1,3,1.018888889,Zenith Bank,44,44.2,Unknown,Savings,6,30
Good,33.33333333,1,3,1.018611111,First Bank,24,23.9,Permanent,Savings,6,30
Good,33.33333333,1,3,1.021666667,GT Bank,31,31.3,Permanent,Savings,6,15
Good,100,3,3,1.019166667,GT Bank,36,35.8,Unknown,Savings,6,30
Good,66.66666667,2,3,1.019166667,EcoBank,33,32.8,Permanent,Savings,6,30
Good,100,3,3,1.018888889,GT Bank,30,29.6,Permanent,Savings,6,30
Good,33.33333333,1,3,1.019722222,First Bank,29,29.4,Permanent,Savings,6,30
Good,66.66666667,2,3,1.003888889,GT Bank,34,34.1,Permanent,Savings,6,30
Good,100,3,3,1.018888889,Heritage Bank,34,34.3,Permanent,Savings,6,30
Good,100,3,3,1.018888889,GT Bank,35,35.1,Permanent,Savings,6,30
Good,100,3,3,1.002777778,Stanbic IBTC,31,31.3,Permanent,Savings,6,15
Bad,0,0,3,1.003055556,GT Bank,34,34,Permanent,Savings,6,30
Good,100,3,3,3.249166667,First Bank,32,32.1,Permanent,Savings,6,30
Good,33.33333333,1,3,1.003333333,Zenith Bank,28,27.8,Permanent,Other,6,30
Good,66.66666667,2,3,1.018888889,Diamond Bank,31,30.8,Permanent,Savings,6,30
Bad,33.33333333,1,3,1.019722222,GT Bank,36,35.7,Unknown,Savings,6,30
Good,66.66666667,2,3,1.002777778,Zenith Bank,27,27.4,Permanent,Savings,6,15
Bad,0,0,3,1.019722222,GT Bank,29,28.8,Permanent,Savings,6,30
Good,33.33333333,1,3,1.011666667,Zenith Bank,34,34.2,Permanent,Other,6,30
Bad,66.66666667,2,3,1.001944444,First Bank,28,27.5,ContractRetiredUnemployed,Savings,6,30
Good,100,3,3,1.011111111,First Bank,39,39,Permanent,Savings,6,30
Bad,0,0,3,1.004166667,UBA,29,28.6,Permanent,Savings,6,30
Good,66.66666667,2,3,1.003888889,Diamond Bank,41,40.8,Permanent,Savings,6,30
Bad,33.33333333,1,3,1.005277778,GT Bank,33,32.9,Permanent,Savings,6,15
Bad,33.33333333,1,3,1.005833333,Fidelity Bank,26,26,Permanent,Other,6,30
Good,66.66666667,2,3,1.018333333,GT Bank,25,24.2,Student,Savings,6,15
Bad,66.66666667,2,3,1.018055556,GT Bank,42,41.8,Unknown,Savings,6,30
Good,66.66666667,2,3,1.019166667,FCMB,33,33.4,Unknown,Savings,6,30
Good,100,3,3,1.018611111,Stanbic IBTC,32,32.3,Permanent,Savings,6,30
Good,100,3,3,1.018611111,Diamond Bank,37,37.4,Permanent,Savings,6,30
Good,66.66666667,2,3,1.003888889,GT Bank,41,41,Permanent,Savings,6,30
Bad,66.66666667,2,3,1.653333333,Access Bank,28,28.2,Permanent,Savings,6,30
Bad,33.33333333,1,3,1.003333333,GT Bank,24,24.2,Unknown,Savings,6,30
Good,100,3,3,1.018611111,FCMB,40,40.4,Permanent,Savings,6,30
Good,100,3,3,1.006388889,Access Bank,33,32.7,Permanent,Savings,6,30
Good,33.33333333,1,3,1.004166667,GT Bank,33,32.5,Permanent,Savings,6,30
Good,100,3,3,1.020555556,FCMB,34,34,Permanent,Savings,6,30
Good,100,3,3,1.018888889,UBA,41,40.8,Unknown,Savings,6,30
Good,100,3,3,1.002777778,UBA,29,29.2,Permanent,Savings,6,30
Good,66.66666667,2,3,1.003888889,First Bank,37,37.2,Permanent,Savings,6,30
Bad,33.33333333,1,3,1.006944444,First Bank,41,41.3,Permanent,Savings,6,30
Bad,33.33333333,1,3,1.003888889,GT Bank,27,26.7,Permanent,Savings,6,15
Good,33.33333333,1,3,1.018888889,Keystone Bank,41,41.1,Permanent,Savings,6,30
Good,33.33333333,1,3,1.015833333,Skye Bank,38,37.6,Permanent,Savings,6,30
Good,100,3,3,5.304166667,UBA,32,31.8,Permanent,Savings,6,30
Bad,33.33333333,1,3,1.018611111,Diamond Bank,27,26.6,Unknown,Savings,6,30
Bad,33.33333333,1,3,1.018888889,First Bank,27,26.6,Permanent,Savings,6,15
Good,33.33333333,1,3,1.003333333,GT Bank,40,40.1,Permanent,Savings,6,30
Good,66.66666667,2,3,1.019722222,GT Bank,23,23.2,Permanent,Savings,6,15
Good,100,3,3,1.004166667,GT Bank,25,24.9,Unknown,Savings,6,15
Good,100,3,3,1.210833333,GT Bank,35,34.7,Permanent,Savings,6,30
Bad,33.33333333,1,3,1.001944444,Skye Bank,30,29.7,Permanent,Savings,6,30
Good,100,3,3,1.016111111,First Bank,35,35,Self-Employed,Other,6,30
Good,66.66666667,2,3,1.002222222,GT Bank,35,35.2,Permanent,Savings,6,30
Good,100,3,3,1.376666667,First Bank,27,26.5,Permanent,Savings,6,30
Bad,0,0,3,11.10861111,EcoBank,32,31.4,Permanent,Savings,6,30
Good,100,3,3,1.018888889,GT Bank,27,27.4,Permanent,Savings,6,30
Good,100,3,3,1.002777778,GT Bank,27,26.7,Permanent,Savings,6,15
Good,66.66666667,2,3,1.006388889,UBA,36,35.5,Permanent,Savings,6,30
Good,100,3,3,1.018888889,Diamond Bank,33,32.9,Permanent,Savings,6,15
Bad,0,0,3,1.005833333,GT Bank,33,32.9,Unknown,Savings,6,15
Good,66.66666667,2,3,1.018888889,EcoBank,34,34.4,Permanent,Savings,6,30
Bad,0,0,3,1.018888889,Zenith Bank,45,45.1,Permanent,Savings,6,30
Good,66.66666667,2,3,1.003333333,GT Bank,31,31.1,Permanent,Savings,6,15
Bad,33.33333333,1,3,1.019722222,GT Bank,27,26.4,Permanent,Savings,6,30
Good,100,3,3,1.004166667,Skye Bank,38,38.1,Permanent,Savings,6,15
Bad,66.66666667,2,3,1.003333333,GT Bank,38,38.3,Permanent,Savings,6,30
Bad,0,0,3,1.018333333,First Bank,28,27.8,Permanent,Savings,6,30
Good,100,3,3,1.001944444,GT Bank,29,28.6,Permanent,Savings,6,15
Good,33.33333333,1,3,1.005,Diamond Bank,33,32.6,Permanent,Savings,6,30
Good,33.33333333,1,3,1.018888889,Skye Bank,35,34.5,Permanent,Savings,6,30
Bad,0,0,3,1.02,First Bank,24,23.8,Unknown,Savings,6,30
Bad,0,0,3,1.002777778,Zenith Bank,31,30.6,Permanent,Savings,6,15
Good,100,3,3,1.011388889,UBA,38,37.5,Permanent,Savings,6,30
Good,100,3,3,1.019166667,GT Bank,28,27.3,Student,Savings,6,30
Good,100,3,3,1.019166667,Diamond Bank,34,33.8,Permanent,Savings,6,30
Good,66.66666667,2,3,1.019166667,First Bank,30,29.5,Permanent,Savings,6,30
Good,100,3,3,1.003888889,EcoBank,33,32.7,Permanent,Savings,6,30
Good,100,3,3,1.003333333,Access Bank,55,55.1,Permanent,Savings,6,15
Good,100,3,3,1.004722222,FCMB,38,37.4,Unknown,Savings,6,30
Good,66.66666667,2,3,1.003333333,GT Bank,35,35.2,Permanent,Savings,6,30
Good,100,3,3,1.003333333,GT Bank,40,40.3,Permanent,Savings,6,30
Good,66.66666667,2,3,1.019444444,GT Bank,36,36.1,Permanent,Savings,6,30
Good,66.66666667,2,3,30.00833333,Standard Chartered,33,32.6,Permanent,Savings,6,30
Good,66.66666667,2,3,1.003888889,GT Bank,36,35.5,Permanent,Savings,6,30
Good,66.66666667,2,3,1.004444444,Access Bank,31,30.5,Unknown,Savings,6,30
Good,100,3,3,1.019722222,GT Bank,41,40.9,Unknown,Savings,6,15
Bad,33.33333333,1,3,1.018611111,GT Bank,38,37.4,Permanent,Savings,6,15
Good,66.66666667,2,3,1.005277778,GT Bank,34,34.1,Permanent,Savings,6,30
Good,33.33333333,1,3,1.019166667,First Bank,38,37.8,Permanent,Savings,5,15
Good,100,3,3,1.003055556,Diamond Bank,35,34.6,Permanent,Savings,6,30
Good,100,3,3,1.018888889,GT Bank,31,31.3,Permanent,Savings,6,15
Good,66.66666667,2,3,1.018888889,First Bank,38,38.1,Permanent,Savings,6,15
Good,66.66666667,2,3,1.003611111,UBA,26,26.3,Permanent,Savings,6,30
Good,100,3,3,1.888888889,GT Bank,29,28.4,Permanent,Savings,6,30
Good,100,3,3,1.003611111,First Bank,41,41.1,Unknown,Savings,6,30
Good,33.33333333,1,3,1.019444444,EcoBank,28,28,Permanent,Savings,6,30
Bad,66.66666667,2,3,1.005277778,GT Bank,31,30.9,Unknown,Savings,6,15
Bad,33.33333333,1,3,1.004166667,GT Bank,32,31.9,Unknown,Savings,6,15
Good,100,3,3,1.0025,FCMB,29,28.8,Permanent,Savings,6,30
Good,100,3,3,1.018888889,First Bank,36,36.4,Permanent,Savings,6,30
Good,66.66666667,2,3,1.019166667,GT Bank,33,33.2,Permanent,Savings,6,30
Good,66.66666667,2,3,1.018888889,GT Bank,37,37.2,Permanent,Savings,6,15
Good,66.66666667,2,3,1.003055556,First Bank,24,24,Permanent,Savings,6,30
Bad,33.33333333,1,3,1.002222222,Access Bank,29,29.2,Permanent,Savings,6,30
Good,66.66666667,2,3,1.006388889,UBA,28,27.9,Permanent,Savings,6,15
Good,100,3,3,1.018888889,GT Bank,35,35.3,Permanent,Savings,6,30
Good,66.66666667,2,3,1.243333333,GT Bank,26,26.2,Permanent,Savings,6,30
Good,66.66666667,2,3,1.001944444,First Bank,39,38.5,Permanent,Savings,6,30
Good,100,3,3,1.018888889,Access Bank,39,38.7,Permanent,Savings,6,30
Bad,66.66666667,2,3,1.020277778,Access Bank,33,32.9,Unknown,Savings,6,30
Good,33.33333333,1,3,1.003055556,Sterling Bank,24,24.3,Permanent,Savings,6,30
Good,100,3,3,1.003333333,GT Bank,33,33,Permanent,Savings,6,30
Good,66.66666667,2,3,1.018888889,Skye Bank,33,32.6,Permanent,Savings,6,30
Good,66.66666667,2,3,1.001944444,GT Bank,26,25.6,Unknown,Savings,6,30
Good,66.66666667,2,3,1.003888889,Zenith Bank,39,38.5,Permanent,Savings,6,30
Good,100,3,3,1.019722222,First Bank,43,43.3,Permanent,Savings,6,15
Good,100,3,3,1.018611111,GT Bank,26,25.8,Permanent,Savings,6,30
Bad,33.33333333,1,3,1.003333333,GT Bank,34,33.9,Unknown,Savings,6,30
Good,66.66666667,2,3,1.018888889,Zenith Bank,33,33.4,Permanent,Savings,6,15
Bad,33.33333333,1,3,1.003055556,GT Bank,41,41.1,Permanent,Savings,6,30
Good,100,3,3,1.019166667,Access Bank,33,32.5,Permanent,Savings,6,30
Good,100,3,3,1.019166667,Access Bank,33,32.5,Permanent,Savings,6,30
Good,100,3,3,1.019166667,Fidelity Bank,36,35.8,Permanent,Savings,6,15
Good,100,3,3,1.003888889,Fidelity Bank,28,27.6,Permanent,Savings,6,30
Good,66.66666667,2,3,1.018888889,EcoBank,24,24.1,Permanent,Savings,6,30
Good,66.66666667,2,3,1.003333333,GT Bank,37,36.5,Permanent,Savings,6,15
Good,100,3,3,1.018888889,UBA,43,42.6,Permanent,Savings,6,30
Bad,0,0,3,1.003055556,Wema Bank,26,25.5,Permanent,Savings,6,30
Good,33.33333333,1,3,1.018888889,UBA,34,33.7,Permanent,Savings,6,15
Good,100,3,3,1.018888889,Diamond Bank,36,36.3,Permanent,Savings,6,30
Good,100,3,3,1.003055556,UBA,36,36.1,Permanent,Savings,6,30
Good,66.66666667,2,3,1.018888889,GT Bank,25,24.7,Permanent,Savings,6,30
Good,66.66666667,2,3,1.018888889,First Bank,34,34.1,Permanent,Savings,6,30
Good,100,3,3,1.001944444,First Bank,40,40,Permanent,Savings,6,30
Good,100,3,3,1.018611111,GT Bank,32,31.6,Permanent,Savings,6,15
Good,66.66666667,2,3,1.018888889,Access Bank,37,37.3,Permanent,Savings,6,30
Good,66.66666667,2,3,1.002222222,GT Bank,31,30.5,Permanent,Savings,6,15
Bad,66.66666667,2,3,1.019166667,FCMB,33,33.2,Permanent,Savings,6,30
Good,100,3,3,1.003888889,First Bank,33,32.9,Permanent,Savings,6,30
Good,66.66666667,2,3,1.019444444,GT Bank,34,34,Unknown,Savings,6,30
Bad,33.33333333,1,3,1.005555556,Access Bank,40,39.8,Unknown,Savings,6,15
Bad,66.66666667,2,3,1.005277778,Zenith Bank,36,35.6,Permanent,Savings,6,30
Good,100,3,3,1.018888889,GT Bank,32,32.2,Permanent,Savings,6,15
Good,100,3,3,1.02,UBA,44,44.3,Permanent,Savings,6,30
Bad,33.33333333,1,3,1.019166667,GT Bank,31,30.8,Permanent,Savings,6,30
Good,66.66666667,2,3,1.018611111,GT Bank,29,28.8,Permanent,Savings,6,30
Good,66.66666667,2,3,1.019444444,UBA,32,32.3,Permanent,Savings,6,15
Bad,0,0,3,1.005277778,First Bank,30,30.1,Permanent,Savings,6,30
Bad,33.33333333,1,3,1.019444444,First Bank,28,27.5,Permanent,Savings,6,15
Good,33.33333333,1,3,1.004444444,Fidelity Bank,24,23.9,Unknown,Savings,6,30
Good,33.33333333,1,3,1.019166667,First Bank,27,27.2,Permanent,Savings,6,15
Good,33.33333333,1,3,1.020555556,UBA,31,31,Permanent,Savings,6,15
Good,100,3,3,1.003333333,Zenith Bank,39,38.9,Permanent,Savings,6,30
Bad,0,0,3,1.019166667,First Bank,27,27,Unknown,Savings,6,15
Good,66.66666667,2,3,1.003055556,Fidelity Bank,33,33,Permanent,Savings,6,30
Bad,33.33333333,1,3,1.003888889,FCMB,24,23.6,Permanent,Savings,6,30
Good,100,3,3,1.002222222,EcoBank,31,31,Permanent,Savings,6,30
Good,100,3,3,1.003888889,EcoBank,29,28.8,Permanent,Savings,6,30
Good,33.33333333,1,3,1.018611111,First Bank,32,31.8,Permanent,Savings,6,30
Bad,33.33333333,1,3,1.018611111,GT Bank,30,30.4,Permanent,Savings,6,30
Good,100,3,3,1.02,Standard Chartered,43,43.1,Permanent,Other,6,30
Bad,33.33333333,1,3,1.005,First Bank,36,35.9,Permanent,Savings,6,15
Good,100,3,3,1.002222222,Wema Bank,41,40.5,Unknown,Savings,6,15
Good,66.66666667,2,3,1.002777778,Skye Bank,34,33.8,Permanent,Savings,6,30
Good,100,3,3,1.019166667,GT Bank,25,25.4,Permanent,Savings,6,30
Good,100,3,3,1.003333333,Diamond Bank,33,32.9,Permanent,Savings,6,15
Bad,0,0,3,1.006111111,GT Bank,45,44.6,Permanent,Savings,6,15
Bad,33.33333333,1,3,1.019166667,GT Bank,29,29,Unknown,Savings,6,30
Good,33.33333333,1,3,1.018888889,Access Bank,29,29.3,Unknown,Savings,6,30
Good,33.33333333,1,3,1.004166667,GT Bank,48,47.5,Permanent,Savings,6,30
Bad,33.33333333,1,3,1.004166667,EcoBank,30,30.2,Permanent,Savings,6,30
Bad,33.33333333,1,3,1.003333333,First Bank,33,32.7,Permanent,Other,6,30
Good,33.33333333,1,3,1.002222222,FCMB,25,25.2,Permanent,Savings,6,30
Bad,66.66666667,2,3,1.001944444,Zenith Bank,38,37.6,Permanent,Savings,6,30
Bad,33.33333333,1,3,1.019444444,GT Bank,30,29.7,Permanent,Savings,6,30
Good,33.33333333,1,3,1.018888889,Diamond Bank,45,45.4,Permanent,Savings,6,30
Good,66.66666667,2,3,1.019444444,Access Bank,37,36.9,Permanent,Savings,6,30
Good,100,3,3,1.018611111,GT Bank,32,31.6,Permanent,Savings,6,30
Bad,33.33333333,1,3,1.019166667,GT Bank,31,31.3,Unknown,Savings,6,15
Bad,33.33333333,1,3,1.019166667,GT Bank,37,37.2,Permanent,Savings,6,30
Good,66.66666667,2,3,1.019444444,GT Bank,35,35,Permanent,Savings,6,30
Bad,0,0,3,1.018611111,GT Bank,25,25.3,Unknown,Savings,6,15
Good,100,3,3,1.004722222,Unity Bank,27,26.9,Permanent,Savings,6,30
Good,66.66666667,2,3,1.003055556,Access Bank,30,29.7,Permanent,Savings,6,30
Bad,66.66666667,2,3,1.019722222,First Bank,32,31.8,Permanent,Savings,6,30
Bad,66.66666667,2,3,1.019166667,GT Bank,35,34.6,Permanent,Savings,6,15
Good,100,3,3,1.004444444,GT Bank,40,39.7,Permanent,Savings,6,15
Good,100,3,3,1.019444444,Fidelity Bank,42,42.1,Unknown,Savings,6,30
Good,33.33333333,1,3,1.018055556,GT Bank,35,34.5,Permanent,Savings,6,30
Good,100,3,3,1.003611111,GT Bank,31,31,Permanent,Savings,6,30
Good,100,3,3,1.018888889,First Bank,31,31.3,Permanent,Savings,6,30
Good,100,3,3,1.019166667,GT Bank,28,28.3,Permanent,Savings,6,30
Good,100,3,3,1.004166667,Diamond Bank,31,30.5,Permanent,Savings,6,30
Bad,0,0,3,1.018888889,EcoBank,28,27.6,Unknown,Savings,6,30
Good,66.66666667,2,3,1.018888889,GT Bank,29,28.3,Permanent,Savings,6,15
Good,66.66666667,2,3,1.051111111,Skye Bank,26,25.7,Permanent,Savings,6,30
Bad,66.66666667,2,3,1.006111111,First Bank,33,32.5,Permanent,Savings,6,30
Good,100,3,3,1.006388889,GT Bank,33,32.8,Permanent,Savings,6,30
Good,100,3,3,1.004722222,GT Bank,25,25.1,Unknown,Savings,6,30
Good,100,3,3,1.003333333,Stanbic IBTC,33,33.1,Permanent,Savings,6,30
Good,100,3,3,1.004444444,GT Bank,39,39.3,Unknown,Savings,6,30
Good,33.33333333,1,3,1.018888889,EcoBank,27,27.2,Permanent,Savings,6,30
Good,100,3,3,1.02,GT Bank,32,32.1,Self-Employed,Other,6,15
Bad,33.33333333,1,3,1.019166667,Access Bank,33,33,Permanent,Savings,6,30
Good,66.66666667,2,3,1.003888889,Access Bank,46,45.8,Permanent,Savings,6,30
Good,66.66666667,2,3,1.004444444,GT Bank,39,39.4,Permanent,Other,6,30
Good,33.33333333,1,3,1.004166667,GT Bank,24,23.9,Permanent,Other,6,30
Good,100,3,3,1.018888889,GT Bank,42,41.8,Self-Employed,Other,6,30
Good,33.33333333,1,3,1.0025,First Bank,43,43.2,Permanent,Other,6,30
Good,66.66666667,2,3,1.003055556,GT Bank,43,43,Permanent,Other,6,30
Good,66.66666667,2,3,1.018888889,Access Bank,23,22.6,Permanent,Savings,6,30
Good,66.66666667,2,3,1.019444444,Zenith Bank,43,42.4,Permanent,Other,6,15
Good,100,3,3,1.019444444,Diamond Bank,29,28.5,Permanent,Savings,6,15
Bad,66.66666667,2,3,1.0075,Skye Bank,25,24.2,Permanent,Savings,6,30
Bad,66.66666667,2,3,1.019166667,Zenith Bank,34,33.8,Permanent,Savings,6,30
Good,100,3,3,1.003611111,UBA,26,26,Permanent,Savings,6,30
Good,100,3,3,1.004722222,GT Bank,45,45.3,Permanent,Savings,6,15
Good,100,3,3,1.018888889,EcoBank,38,37.9,Self-Employed,Other,6,30
Bad,33.33333333,1,3,1.018888889,GT Bank,25,24.6,Permanent,Savings,6,30
Good,100,3,3,1.020277778,GT Bank,33,32.6,Permanent,Savings,6,15
Good,66.66666667,2,3,1.0025,First Bank,30,29.9,Permanent,Savings,6,30
Bad,0,0,3,1.004166667,Fidelity Bank,26,25.9,Student,Savings,6,30
Good,100,3,3,1.003611111,GT Bank,32,31.9,Permanent,Savings,6,15
Good,66.66666667,2,3,1.004722222,Diamond Bank,40,40.3,Permanent,Savings,6,30
Good,100,3,3,1.018611111,First Bank,33,33,Permanent,Savings,6,30
Bad,33.33333333,1,3,1.018888889,Zenith Bank,32,32,Unknown,Savings,6,30
Good,100,3,3,1.796388889,UBA,35,35.3,Permanent,Savings,6,30
Good,100,3,3,1.020833333,UBA,33,33.2,Permanent,Savings,6,30
Good,66.66666667,2,3,1.02,First Bank,43,43.3,Permanent,Savings,6,30
Bad,33.33333333,1,3,1.003055556,GT Bank,46,45.6,Permanent,Savings,6,30
Good,100,3,3,1.003611111,GT Bank,35,34.9,Permanent,Savings,6,30
Good,66.66666667,2,3,1.018888889,Zenith Bank,31,31.2,Permanent,Savings,6,30
Good,100,3,3,1.003333333,Zenith Bank,45,45.2,Permanent,Savings,6,30
Good,66.66666667,2,3,1.011111111,UBA,27,26.8,Permanent,Savings,6,30
