row_id,good_bad_flag,Pct_Ontime,Sum(churn_flag),Max(loannumber),Max(durationforapproval),bank_name_clients,Max(AgeAtTimeofLoan),Mean(AgeAtTimeofLoan),employment_status_clients_reference_only,employment_status_clients_recode,bank_account_type_reference_only,bank_account_recode,Sum(referral_recode),Mean(loannumber),Sum(loannumber),Sum(durationforapproval),Mean(durationforapproval),Max(Interestrate),Mean(Interestrate),Sum(Interestrate),Max(referral_recode),Mean(referral_recode),Max(churn_flag),Mean(churn_flag),Sum(AgeAtTimeofLoan),systemloanid,loannumber,approveddate,creationdate,loanamount,totaldue,termdays,birthdate,longitude_gps,latitude_gps,bank_branch_clients,level_of_education_clients,Validation,customerid,customerid of PerfDemoCombined_train,referredby
915,Bad,50,1,2,1.018888889,Skye Bank,39,39.4,,Unknown,Savings,Savings,0,1.5,3,2.020277778,1.010138889,365,365,730,0,0,1,0.5,79,301960918,2,58:18.0,58:13.0,10000,11500,15,00:00.0,5.7616084,7.4446011,,,Test,8a858fc959bc56c80159c034e75a05be,8a858fc959bc56c80159c034e75a05be,
916,Good,50,1,2,1.019722222,GT Bank,37,37.1,Permanent,Permanent,Savings,Savings,0,1.5,3,2.023611111,1.011805556,365,365,730,0,0,1,0.5,74,301997803,2,24:24.0,23:13.0,10000,13000,30,00:00.0,3.3422628,6.6401483,,,Training,8a858fc959bc56c80159caf763b468fb,8a858fc959bc56c80159caf763b468fb,
917,Good,50,1,2,1.018888889,GT Bank,31,31.1,Permanent,Permanent,Savings,Savings,0,1.5,3,2.021944444,1.010972222,365,334.5833333,669.1666667,0,0,1,0.5,62,301962756,2,33:00.0,32:49.0,10000,12500,30,00:00.0,3.4303444,6.4624779,,,Validation,8a858fca5c35df2c015c39f8efd26149,8a858fca5c35df2c015c39f8efd26149,
918,Bad,50,1,2,1.018888889,Access Bank,31,30.7,Permanent,Permanent,Savings,Savings,2,1.5,3,2.020555556,1.010277778,365,273.75,547.5,1,1,1,0.5,61,301973916,2,36:35.0,36:29.0,10000,11500,15,00:00.0,3.5030301,6.6003017,,,Training,8a858fca5c35df2c015c3841f389641e,8a858fca5c35df2c015c3841f389641e,8a858fdf5bf85f71015bf93c8dd53cc7
919,Good,100,2,2,1.002222222,Access Bank,32,31.8,,Unknown,Savings,Savings,2,1.5,3,2.003888889,1.001944444,365,365,730,1,1,1,1,64,301972727,2,20:04.0,19:58.0,10000,11500,15,00:00.0,3.8715045,7.4209592,,,Test,8a858fca5c830943015c835e839e33a5,8a858fca5c830943015c835e839e33a5,8a858ff25c8250c1015c82907bc62b42
920,Good,100,2,2,1.019166667,GT Bank,30,29.8,Permanent,Permanent,Savings,Savings,0,1.5,3,2.020833333,1.010416667,365,365,730,0,0,1,1,60,301979402,2,52:44.0,52:38.0,10000,11500,15,00:00.0,3.2268339,6.7213355,,,Test,8a858fcb5ca240f7015ca5f067555ecb,8a858fcb5ca240f7015ca5f067555ecb,
921,Good,100,2,2,1.018888889,Stanbic IBTC,28,27.7,Permanent,Permanent,Savings,Savings,0,1.5,3,2.020277778,1.010138889,365,365,730,0,0,1,1,55,301966237,2,14:18.0,14:13.0,10000,13000,30,00:00.0,3.3711717,6.5435757,,,Training,8a858fcb5ca240f7015ca5f72d8c6357,8a858fcb5ca240f7015ca5f72d8c6357,
922,Good,100,2,2,1.018888889,First Bank,33,33.3,Permanent,Permanent,Savings,Savings,0,1.5,3,2.020277778,1.010138889,365,365,730,0,0,1,1,67,301960154,2,46:44.0,46:39.0,10000,13000,30,00:00.0,3.8710285,7.307713,,,Test,8a858fcb5ca240f7015ca64a71fa1951,8a858fcb5ca240f7015ca64a71fa1951,
923,Bad,50,1,2,1.018888889,EcoBank,41,41.4,Permanent,Permanent,Savings,Savings,0,1.5,3,2.020555556,1.010277778,365,365,730,0,0,1,0.5,83,301959009,2,29:39.0,29:33.0,10000,13000,30,00:00.0,4.002019,6.4336778,,,Training,8a858fcb5ca240f7015ca582b0fa2539,8a858fcb5ca240f7015ca582b0fa2539,
924,Good,50,1,2,1.018888889,GT Bank,33,33.3,,Unknown,Savings,Savings,0,1.5,3,2.020833333,1.010416667,365,365,730,0,0,1,0.5,67,301978768,2,10:57.0,10:50.0,10000,11500,15,00:00.0,3.6227316,6.8418463,,,Validation,8a858fcb5ca240f7015ca6656e972612,8a858fcb5ca240f7015ca6656e972612,
925,Bad,50,1,2,1.004166667,Diamond Bank,33,32.7,,Unknown,Savings,Savings,0,1.5,3,2.006388889,1.003194444,365,365,730,0,0,1,0.5,65,302000518,2,56:29.0,56:21.0,10000,13000,30,00:00.0,4.6100146,8.5001198,,,Training,8a858fcb5d0ed176015d0ed6ebae01b8,8a858fcb5d0ed176015d0ed6ebae01b8,
926,Good,100,2,2,1.004444444,Zenith Bank,39,38.8,,Unknown,Savings,Savings,0,1.5,3,2.006388889,1.003194444,365,365,730,0,0,1,1,78,301999341,2,00:36.0,00:29.0,10000,13000,30,00:00.0,7.4735045,9.0113374,,,Test,8a858fcb5d605acc015d6081f2731909,8a858fcb5d605acc015d6081f2731909,
927,Bad,50,1,2,1.018888889,GT Bank,27,26.7,,Unknown,Savings,Savings,0,1.5,3,2.020555556,1.010277778,365,365,730,0,0,1,0.5,53,301983128,2,18:19.0,18:13.0,10000,13000,30,00:00.0,3.3108071,6.4731203,,,Training,8a858fcc5cf4a563015cf4d7285a1700,8a858fcc5cf4a563015cf4d7285a1700,
928,Good,100,2,2,1.019444444,EcoBank,33,33.2,Permanent,Permanent,Savings,Savings,0,1.5,3,2.038888889,1.019444444,365,365,730,0,0,1,1,66,302000995,2,09:59.0,08:49.0,10000,13000,30,00:00.0,3.3318086,7.1389521,,,Test,8a858fcc5cf4a563015cf83ebae84fe3,8a858fcc5cf4a563015cf83ebae84fe3,
929,Good,50,1,2,1.003333333,Zenith Bank,37,36.9,,Unknown,Savings,Savings,2,1.5,3,2.005277778,1.002638889,365,365,730,1,1,1,0.5,74,301991871,2,21:16.0,21:09.0,10000,11500,15,00:00.0,7.3886327,9.1861685,,,Training,8a858fcc5d0cbc32015d0cbda2d1011a,8a858fcc5d0cbc32015d0cbda2d1011a,8a858e4c5a715421015a7160ed750369
930,Good,100,2,2,1.019444444,Stanbic IBTC,27,27,,Unknown,Savings,Savings,0,1.5,3,2.021666667,1.010833333,365,365,730,0,0,1,1,54,301985561,2,44:41.0,44:33.0,10000,11500,15,00:00.0,6.7412912,7.7571075,,,Training,8a858fcc5d0cbc32015d0cf881f22aac,8a858fcc5d0cbc32015d0cf881f22aac,
931,Bad,0,0,2,1.018888889,Access Bank,38,37.6,Permanent,Permanent,Savings,Savings,0,1.5,3,2.020555556,1.010277778,365,365,730,0,0,0,0,75,301960871,2,27:30.0,27:24.0,10000,13000,30,00:00.0,2.9875028,6.4166369,,,Validation,8a858fcd5bd42c30015bd4c4a81b4025,8a858fcd5bd42c30015bd4c4a81b4025,
932,Good,100,2,2,1.003611111,Access Bank,28,27.8,Unemployed,ContractRetiredUnemployed,Savings,Savings,0,1.5,3,2.006111111,1.003055556,365,365,730,0,0,1,1,56,301966180,2,35:23.0,35:10.0,10000,11500,15,00:00.0,7.9406683,5.0117017,,,Training,8a858fcd56b9f22c0156bc268ef56102,8a858fcd56b9f22c0156bc268ef56102,
933,Good,100,2,2,1.002222222,First Bank,29,28.7,Permanent,Permanent,Savings,Savings,0,1.5,3,2.003888889,1.001944444,365,365,730,0,0,1,1,57,301985037,2,21:15.0,21:09.0,10000,11500,15,00:00.0,7.6366627,7.4039218,,,Training,8a858fcd56b9f22c0156d5a3112d0270,8a858fcd56b9f22c0156d5a3112d0270,
934,Good,100,2,2,1.018611111,Sterling Bank,42,42.3,Permanent,Permanent,Current,Other,0,1.5,3,2.020555556,1.010277778,365,365,730,0,0,1,1,85,301965688,2,48:01.0,47:54.0,10000,13000,30,00:00.0,7.0312567,4.8624833,,,Training,8a858fce5c360eb7015c37011f014b1d,8a858fce5c360eb7015c37011f014b1d,
935,Good,100,2,2,1.003888889,GT Bank,30,30.4,Permanent,Permanent,Savings,Savings,0,1.5,3,2.006111111,1.003055556,365,365,730,0,0,1,1,61,301980530,2,07:22.0,07:14.0,10000,13000,30,00:00.0,3.4152449,7.0634419,,,Test,8a858fcf5b39c3ba015b3a78721d01c8,8a858fcf5b39c3ba015b3a78721d01c8,
936,Good,100,2,2,1.018888889,Access Bank,35,35.1,Permanent,Permanent,Savings,Savings,2,1.5,3,2.020555556,1.010277778,365,365,730,1,1,1,1,70,301967566,2,02:33.0,02:27.0,10000,13000,30,00:00.0,3.1992812,6.4951087,,,Validation,8a858fd05bfd7d3c015bfdcdd8e223da,8a858fd05bfd7d3c015bfdcdd8e223da,8a858fad5bf85d5e015bf96d6d254a0d
937,Good,100,2,2,1.003888889,Access Bank,30,30.4,Permanent,Permanent,Savings,Savings,0,1.5,3,2.005555556,1.002777778,365,365,730,0,0,1,1,61,301964558,2,37:09.0,37:03.0,10000,13000,30,00:00.0,7.4633708,9.0652649,,,Training,8a858fd05bfd7d3c015bfdfa3fee2e3a,8a858fd05bfd7d3c015bfdfa3fee2e3a,
938,Good,100,2,2,1.02,EcoBank,34,34.2,Permanent,Permanent,Savings,Savings,0,1.5,3,2.021944444,1.010972222,365,365,730,0,0,1,1,68,301968828,2,32:04.0,31:57.0,10000,13000,30,00:00.0,3.3433569,6.5115635,,,Validation,8a858fd05bfd7d3c015c0c5d3e482a95,8a858fd05bfd7d3c015c0c5d3e482a95,
939,Good,50,1,2,1.020555556,GT Bank,39,38.7,,Unknown,Savings,Savings,0,1.5,3,2.022222222,1.011111111,365,365,730,0,0,1,0.5,77,301965712,2,08:46.0,08:40.0,10000,13000,30,00:00.0,3.3875561,6.546796,,,Training,8a858fd05bfd7d3c015c0fdaffed5f55,8a858fd05bfd7d3c015c0fdaffed5f55,
940,Good,100,2,2,1.019166667,GT Bank,47,47.3,Permanent,Permanent,Savings,Savings,0,1.5,3,2.020555556,1.010277778,365,365,730,0,0,1,1,95,301968360,2,57:27.0,57:22.0,10000,13000,30,00:00.0,3.3975725,6.449251,,,Training,8a858fd05c7d6f76015c7d9f35f82450,8a858fd05c7d6f76015c7d9f35f82450,
941,Good,100,2,2,1.018888889,GT Bank,32,32,,Unknown,Savings,Savings,2,1.5,3,2.021388889,1.010694444,365,365,730,1,1,1,1,64,301978841,2,21:48.0,21:39.0,10000,11500,15,00:00.0,4.5896906,7.5007011,,,Training,8a858fd05cc58b2e015cc59e44600b9a,8a858fd05cc58b2e015cc59e44600b9a,8a858f975c4582c4015c4e46f789665d
942,Good,100,2,2,1.018888889,GT Bank,36,36.2,Permanent,Permanent,Savings,Savings,0,1.5,3,2.020277778,1.010138889,365,365,730,0,0,1,1,72,301960888,2,40:23.0,40:18.0,10000,13000,30,00:00.0,3.38638,7.1638033,,,Training,8a858fd25c5a5bc7015c5a8126b60e47,8a858fd25c5a5bc7015c5a8126b60e47,
943,Bad,0,0,2,1.003055556,Access Bank,34,33.4,Permanent,Permanent,Savings,Savings,0,1.5,3,2.005277778,1.002638889,365,365,730,0,0,0,0,67,301991539,2,43:16.0,43:08.0,10000,13000,30,00:00.0,5.2191494,7.2108393,,,Test,8a858fd25c5a5bc7015c5b63cb92393a,8a858fd25c5a5bc7015c5b63cb92393a,
944,Good,50,1,2,1.018888889,GT Bank,39,38.8,Permanent,Permanent,Savings,Savings,0,1.5,3,2.021666667,1.010833333,365,365,730,0,0,1,0.5,78,301971721,2,56:42.0,56:32.0,10000,13000,30,00:00.0,3.8994237,7.5151017,,,Validation,8a858fd35bed00ef015bed49a2552f67,8a858fd35bed00ef015bed49a2552f67,
945,Bad,0,0,2,1.018611111,UBA,23,22.9,Permanent,Permanent,Savings,Savings,0,1.5,3,2.037222222,1.018611111,365,365,730,0,0,0,0,46,301959541,2,33:16.0,32:09.0,10000,13000,30,00:00.0,4.0071483,6.9559802,,,Training,8a858fd45a4260bc015a469e3c74060a,8a858fd45a4260bc015a469e3c74060a,
946,Bad,0,0,2,1.003611111,GT Bank,32,31.6,Permanent,Permanent,Savings,Savings,0,1.5,3,2.005277778,1.002638889,365,365,730,0,0,0,0,63,301972182,2,32:28.0,32:22.0,10000,13000,30,00:00.0,3.4760991,6.4329662,,,Validation,8a858fd55c45ba15015c53a888e50be7,8a858fd55c45ba15015c53a888e50be7,
947,Good,50,1,2,1.004722222,GT Bank,29,29.1,,Unknown,Savings,Savings,0,1.5,3,2.006666667,1.003333333,365,365,730,0,0,1,0.5,58,301993797,2,46:15.0,46:08.0,10000,11500,15,00:00.0,3.6117229,6.6088749,,,Training,8a858fd55c45ba15015c468cb4463013,8a858fd55c45ba15015c468cb4463013,
948,Good,50,1,2,1.018611111,First Bank,41,41,Permanent,Permanent,Savings,Savings,2,1.5,3,2.020555556,1.010277778,365,365,730,1,1,1,0.5,82,301972436,2,29:15.0,29:08.0,10000,13000,30,00:00.0,3.4864085,6.6410233,,,Test,8a858fd55ccafbe9015ccb02689f0413,8a858fd55ccafbe9015ccb02689f0413,8a858e6c5c88d145015c8bad507561b8
949,Good,50,1,2,1.018888889,Sterling Bank,30,30,Permanent,Permanent,Savings,Savings,2,1.5,3,2.021111111,1.010555556,365,365,730,1,1,1,0.5,60,301989482,2,04:13.0,04:05.0,10000,13000,30,00:00.0,3.3738595,6.5085536,,,Test,8a858fd75cac5e18015cac9407ee1e4a,8a858fd75cac5e18015cac9407ee1e4a,8a85883353e2e4e40153eca57a9855c6
950,Good,100,2,2,1.003888889,UBA,31,30.5,Permanent,Permanent,Savings,Savings,0,1.5,3,2.005555556,1.002777778,365,365,730,0,0,1,1,61,301968227,2,17:06.0,17:00.0,10000,13000,30,00:00.0,7.4847391,8.9966162,,,Test,8a858fd95c3b5bca015c3fcc0b374c3e,8a858fd95c3b5bca015c3fcc0b374c3e,
951,Good,50,1,2,1.018888889,UBA,26,25.8,,Unknown,Savings,Savings,2,1.5,3,2.020833333,1.010416667,365,365,730,1,1,1,0.5,52,301980002,2,50:44.0,50:37.0,10000,11500,15,00:00.0,3.4273415,6.4463033,,,Training,8a858fd95c3b5bca015c40f1b1a005ec,8a858fd95c3b5bca015c40f1b1a005ec,8a858ea45b35639b015b377182544104
952,Good,100,2,2,1.001944444,First Bank,31,31.1,Permanent,Permanent,Savings,Savings,2,1.5,3,2.003611111,1.001805556,365,365,730,1,1,1,1,62,301980927,2,43:10.0,43:04.0,10000,11500,15,00:00.0,3.3296052,6.5421863,,,Validation,8a858fd95c3b5bca015c405b7f697168,8a858fd95c3b5bca015c405b7f697168,8a858fec5c169ff0015c16a935bc04b2
953,Bad,0,0,2,1.018888889,GT Bank,23,22.3,Student,Student,Savings,Savings,0,1.5,3,2.02,1.01,365,365,730,0,0,0,0,45,301960917,2,58:44.0,57:36.0,10000,11500,15,00:00.0,8.5593171,7.7659085,,,Validation,8a858fd858d5076d0158d6ee63002351,8a858fd858d5076d0158d6ee63002351,
954,Good,100,2,2,1.019166667,Diamond Bank,38,37.8,,Unknown,Savings,Savings,0,1.5,3,2.021111111,1.010555556,365,365,730,0,0,1,1,76,301978429,2,12:48.0,12:41.0,10000,13000,30,00:00.0,3.2739233,6.5249037,,,Training,8a858fda5c3b0f1c015c3f39f2644e74,8a858fda5c3b0f1c015c3f39f2644e74,
955,Good,100,2,2,1.018888889,GT Bank,27,27.1,Permanent,Permanent,Current,Other,0,1.5,3,2.021111111,1.010555556,365,365,730,0,0,1,1,54,301984508,2,33:28.0,33:20.0,10000,11500,15,00:00.0,7.4733714,9.0757238,,,Training,8a858fda5ca12263015ca1a06c7f3657,8a858fda5ca12263015ca1a06c7f3657,
956,Good,100,2,2,1.019166667,GT Bank,30,30.4,Permanent,Permanent,Savings,Savings,0,1.5,3,2.020833333,1.010416667,365,365,730,0,0,1,1,61,302000489,2,42:08.0,42:02.0,10000,13000,30,00:00.0,3.4329564,6.4596443,,,Test,8a858fda5d37b00c015d3ba42a19619e,8a858fda5d37b00c015d3ba42a19619e,
957,Good,100,2,2,1.019444444,Stanbic IBTC,23,23.4,Student,Student,Savings,Savings,0,1.5,3,2.021111111,1.010555556,365,365,730,0,0,1,1,47,302001899,2,44:55.0,44:49.0,10000,11500,15,00:00.0,4.5110416,8.4876045,,,Validation,8a858fda5d37b00c015d398ba9244b9a,8a858fda5d37b00c015d398ba9244b9a,
958,Bad,0,0,2,1.020555556,UBA,48,47.6,Permanent,Permanent,Savings,Savings,0,2,2,1.020555556,1.020555556,365,365,365,0,0,0,0,48,301998904,2,38:40.0,37:26.0,10000,13000,30,00:00.0,3.3867958,6.4621414,"WHARF ROAD, APAPA",Secondary,Test,8a858fda56562f8f01565f928f516cea,8a858fda56562f8f01565f928f516cea,
959,Good,100,2,2,1.019444444,EcoBank,42,41.8,Permanent,Permanent,Savings,Savings,0,1.5,3,2.021666667,1.010833333,365,365,730,0,0,1,1,84,301996617,2,18:49.0,18:41.0,10000,11500,15,00:00.0,3.4282016,6.4343022,,,Training,8a858fdb5d19348a015d1cc7eb0e4d20,8a858fdb5d19348a015d1cc7eb0e4d20,
960,Good,100,2,2,1.007777778,Access Bank,32,31.9,Permanent,Permanent,Savings,Savings,0,1.5,3,2.01,1.005,365,365,730,0,0,1,1,64,301990159,2,26:59.0,26:51.0,10000,13000,30,00:00.0,3.3562353,6.6467741,,,Test,8a858fdb5d19348a015d195225d8074b,8a858fdb5d19348a015d195225d8074b,
961,Bad,0,0,2,1.002222222,Skye Bank,26,25.8,Permanent,Permanent,Savings,Savings,2,1.5,3,2.004444444,1.002222222,365,365,730,1,1,0,0,52,302002771,2,23:35.0,23:27.0,10000,11500,15,00:00.0,4.5019448,7.781234,,,Training,8a858fdd5d3268a5015d33a81747565a,8a858fdd5d3268a5015d33a81747565a,8a858e695d1e075c015d2ffe8d7d6371
962,Good,100,2,2,1.020833333,GT Bank,28,27.7,,Unknown,Savings,Savings,0,1.5,3,2.022777778,1.011388889,365,365,730,0,0,1,1,55,301998530,2,53:19.0,53:12.0,10000,11500,15,00:00.0,4.2325344,8.1407438,,,Test,8a858fdd5d3268a5015d35c511010ad6,8a858fdd5d3268a5015d35c511010ad6,
963,Good,50,1,2,1.003055556,GT Bank,31,31.1,Permanent,Permanent,Savings,Savings,0,1.5,3,2.005555556,1.002777778,365,365,730,0,0,1,0.5,62,301978816,2,53:30.0,53:21.0,10000,13000,30,00:00.0,3.3399935,6.6387534,,,Training,8a858fdf5bf85f71015bfc1f51f9690a,8a858fdf5bf85f71015bfc1f51f9690a,
964,Bad,50,1,2,1.019166667,Skye Bank,35,34.5,Permanent,Permanent,Savings,Savings,0,1.5,3,2.022222222,1.011111111,365,365,730,0,0,1,0.5,69,301994359,2,34:06.0,33:55.0,10000,13000,30,00:00.0,8.52696,12.023015,,,Training,8a858fe05d421ff4015d4c87d2a21ceb,8a858fe05d421ff4015d4c87d2a21ceb,
965,Bad,50,1,2,1.019166667,Skye Bank,35,34.5,Permanent,Permanent,Savings,Savings,0,1.5,3,2.022222222,1.011111111,365,365,730,0,0,1,0.5,69,301994359,2,34:06.0,33:55.0,10000,13000,30,00:00.0,8.52696,12.023015,,,Test,8a858fe05d421ff4015d4c87d2a21ceb,8a858fe05d421ff4015d4c87d2a21ceb,
966,Good,100,2,2,1.019444444,Access Bank,45,45.2,,Unknown,Savings,Savings,2,1.5,3,2.021388889,1.010694444,365,365,730,1,1,1,1,90,302000686,2,26:28.0,26:21.0,10000,11500,15,00:00.0,3.3286609,6.5095692,,,Validation,8a858fe05d421ff4015d4c5284f11359,8a858fe05d421ff4015d4c5284f11359,8a858f665cf43442015cf4504cd91679
967,Good,100,2,2,1.018888889,Access Bank,42,42.1,Permanent,Permanent,Savings,Savings,0,1.5,3,2.021111111,1.010555556,365,365,730,0,0,1,1,84,301987155,2,54:18.0,54:10.0,10000,13000,30,00:00.0,3.393544,6.5364342,,,Training,8a858fe45cd62cbf015cd8b70993392b,8a858fe45cd62cbf015cd8b70993392b,
968,Bad,50,1,2,1.020277778,GT Bank,29,29.2,Permanent,Permanent,Savings,Savings,2,1.5,3,2.021666667,1.010833333,365,365,730,1,1,1,0.5,58,301969314,2,41:49.0,41:44.0,10000,11500,15,00:00.0,3.4370313,7.1848124,,,Training,8a858fe45cd62cbf015cd8d4b0473ee5,8a858fe45cd62cbf015cd8d4b0473ee5,8a858f615591c2cc01559597a77202c6
969,Good,100,2,2,1.001944444,Diamond Bank,36,35.6,Permanent,Permanent,Savings,Savings,2,1.5,3,2.003888889,1.001944444,365,365,730,1,1,1,1,71,301991393,2,44:22.0,44:15.0,10000,11500,15,00:00.0,8.3550228,4.9650792,,,Test,8a858fe45cd62cbf015cd9dffd3b70ac,8a858fe45cd62cbf015cd9dffd3b70ac,8a858f255ca276c5015ca63c859537ef
970,Bad,50,1,2,1.001944444,GT Bank,23,22.7,Permanent,Permanent,Savings,Savings,0,1.5,3,2.003611111,1.001805556,365,365,730,0,0,1,0.5,45,301973677,2,09:30.0,09:24.0,10000,11500,15,00:00.0,4.7085967,8.1547883,,,Training,8a858fe45cd62cbf015cd63942a40385,8a858fe45cd62cbf015cd63942a40385,
971,Good,100,2,2,1.018888889,Zenith Bank,26,26.1,Student,Student,Savings,Savings,2,1.5,3,2.020555556,1.010277778,365,365,730,1,1,1,1,52,302001766,2,06:22.0,06:16.0,10000,13000,30,00:00.0,8.9873599,7.3218855,,,Test,8a858fe45cd62cbf015cda05b84a7a6e,8a858fe45cd62cbf015cda05b84a7a6e,8a858fab5cd5e1a7015cd9c3b9ae0f29
972,Good,100,2,2,1.018888889,Stanbic IBTC,28,28.5,Permanent,Permanent,Savings,Savings,0,1.5,3,2.020833333,1.010416667,365,365,730,0,0,1,1,57,301975691,2,32:23.0,32:16.0,10000,13000,30,00:00.0,3.5868203,6.4969523,,,Test,8a858fe45cd62cbf015cdac3af2a17b6,8a858fe45cd62cbf015cdac3af2a17b6,
973,Good,100,2,2,1.018888889,GT Bank,38,37.6,Permanent,Permanent,Savings,Savings,2,1.5,3,2.020833333,1.010416667,365,365,730,1,1,1,1,75,301996727,2,10:58.0,10:51.0,10000,13000,30,00:00.0,3.36391,6.6843902,,,Test,8a858fe45cd62cbf015cdc3635aa3ff0,8a858fe45cd62cbf015cdc3635aa3ff0,8a858fb959976ce0015998f0a628583b
974,Good,50,1,2,1.005277778,GT Bank,38,37.7,Permanent,Permanent,Savings,Savings,0,1.5,3,2.007222222,1.003611111,365,365,730,0,0,1,0.5,75,301995766,2,29:20.0,29:13.0,10000,11500,15,00:00.0,3.3136964,6.5127049,,,Test,8a858fe45cd62cbf015ce8c27bea68ef,8a858fe45cd62cbf015ce8c27bea68ef,
975,Good,100,2,2,1.018888889,GT Bank,45,44.6,,Unknown,Savings,Savings,2,1.5,3,2.021388889,1.010694444,365,365,730,1,1,1,1,89,301976498,2,19:17.0,19:08.0,10000,13000,30,00:00.0,6.9804583,4.8522233,,,Training,8a858fe45cd62cbf015ce8f815230bc2,8a858fe45cd62cbf015ce8f815230bc2,8a858fe45cd62cbf015ce67f3f26051a
976,Good,100,2,2,1.019444444,Zenith Bank,32,31.6,Permanent,Permanent,Savings,Savings,0,1.5,3,2.021666667,1.010833333,365,365,730,0,0,1,1,63,301996498,2,18:34.0,18:26.0,10000,11500,15,00:00.0,7.0509117,4.801915,,,Validation,8a858fe45cd62cbf015ce93a8a26355d,8a858fe45cd62cbf015ce93a8a26355d,
977,Good,100,2,2,1.003333333,First Bank,34,34.3,Permanent,Permanent,Savings,Savings,0,1.5,3,2.005277778,1.002638889,365,365,730,0,0,1,1,69,302001302,2,41:34.0,41:27.0,10000,11500,15,00:00.0,3.437212,6.8479724,,,Test,8a858fe95c88ee44015c8d2bd1ea0c40,8a858fe95c88ee44015c8d2bd1ea0c40,
978,Good,100,2,2,1.018888889,Access Bank,38,38.2,,Unknown,Savings,Savings,0,1.5,3,2.021111111,1.010555556,365,365,730,0,0,1,1,76,301993134,2,12:29.0,12:21.0,10000,13000,30,00:00.0,3.5398948,6.6650349,,,Validation,8a858fe95c88ee44015c88f55a2301aa,8a858fe95c88ee44015c88f55a2301aa,
979,Good,100,2,2,1.0025,Access Bank,37,36.7,Unemployed,ContractRetiredUnemployed,Savings,Savings,0,1.5,3,2.004722222,1.002361111,365,365,730,0,0,1,1,73,301976025,2,07:40.0,07:32.0,10000,13000,30,00:00.0,6.97966,4.879515,,Graduate,Training,8a858fe7568ed7420156920bff565cc7,8a858fe7568ed7420156920bff565cc7,
980,Good,50,1,2,1.019722222,Access Bank,31,30.7,Permanent,Permanent,Savings,Savings,0,1.5,3,2.023611111,1.011805556,365,365,730,0,0,1,0.5,61,301998211,2,33:18.0,32:07.0,10000,13000,30,00:00.0,7.5025593,5.5311691,,,Validation,8a858fe8586deed301586e7c59052897,8a858fe8586deed301586e7c59052897,
981,Good,100,2,2,1.019166667,Zenith Bank,23,23.2,Permanent,Permanent,Savings,Savings,0,1.5,3,2.021944444,1.010972222,365,365,730,0,0,1,1,46,302001209,2,34:12.0,34:02.0,10000,11500,15,00:00.0,6.6983762,6.2324227,,,Test,8a858fe5569398920156b6f3848b4b76,8a858fe5569398920156b6f3848b4b76,
982,Good,100,2,2,1.002222222,GT Bank,39,38.8,Permanent,Permanent,Savings,Savings,0,1.5,3,2.004444444,1.002222222,365,365,730,0,0,1,1,78,301983914,2,00:49.0,00:41.0,10000,11500,15,00:00.0,3.2855277,6.6631324,,,Training,8a858fe5569398920156b44aab096abc,8a858fe5569398920156b44aab096abc,
983,Good,50,1,2,1.019444444,GT Bank,30,30.3,Permanent,Permanent,Savings,Savings,2,1.5,3,2.025277778,1.012638889,365,365,730,1,1,1,0.5,61,302002824,2,33:20.0,32:10.0,10000,11500,15,00:00.0,3.3227577,6.6451342,,,Training,8a858fea5b8c314d015b8d51dc2d7d31,8a858fea5b8c314d015b8d51dc2d7d31,8a858fbf5b3a0b46015b3a75f2633e33
984,Bad,50,1,2,1.018888889,GT Bank,29,28.6,Permanent,Permanent,Savings,Savings,0,1.5,3,2.020833333,1.010416667,365,365,730,0,0,1,0.5,57,301984748,2,31:41.0,31:34.0,10000,11500,15,00:00.0,3.3444014,6.6000522,,,Training,8a858fea5cc644ae015cc67ece482b6e,8a858fea5cc644ae015cc67ece482b6e,
985,Good,100,2,2,1.02,GT Bank,31,31.3,Permanent,Permanent,Savings,Savings,0,1.5,3,2.021944444,1.010972222,365,365,730,0,0,1,1,63,301992178,2,24:46.0,24:39.0,10000,13000,30,00:00.0,3.3926253,6.5995849,,,Training,8a858fea5cc644ae015cca478da95f5d,8a858fea5cc644ae015cca478da95f5d,
986,Good,50,1,2,1.018888889,First Bank,33,33.4,Permanent,Permanent,Savings,Savings,0,1.5,3,2.024444444,1.012222222,365,365,730,0,0,1,0.5,67,301990457,2,34:44.0,34:24.0,10000,11500,15,00:00.0,3.3100367,6.532535,,,Validation,8a858fec5c169ff0015c16c6e3b61925,8a858fec5c169ff0015c16c6e3b61925,
987,Good,100,2,2,1.003611111,Diamond Bank,30,30.4,Permanent,Permanent,Savings,Savings,0,1.5,3,2.007222222,1.003611111,365,365,730,0,0,1,1,61,301988451,2,28:45.0,28:32.0,10000,13000,30,00:00.0,7.027062,4.8300052,,,Training,8a858fec5ceec886015ceee4a2ab15ac,8a858fec5ceec886015ceee4a2ab15ac,
988,Good,100,2,2,1.002222222,Stanbic IBTC,34,33.7,Permanent,Permanent,Savings,Savings,2,1.5,3,2.004166667,1.002083333,365,365,730,1,1,1,1,67,301987354,2,44:13.0,44:05.0,10000,13000,30,00:00.0,7.4845367,10.4491474,,,Training,8a858fec5ceec886015cef1100012e1e,8a858fec5ceec886015cef1100012e1e,8a858f185c884965015c88980e642dc1
