Good_or_Bad,Max(loannumber),Max(durationforapproval),Mean(Interestrate),Sum(referral_recode),Sum(churn_flag),Pct_Ontime,Mean(AgeAtTimeofLoan),bank_account_recode,bank_name_clients,employment_status_clients_recode
Good,5,8.72,273.75,0,4,80,28.9,Savings,GT Bank,Permanent
Good,5,1.004444444,322.4166667,0,4,80,40.6,Other,Access Bank,Permanent
Good,5,1.019166667,310.25,0,3,60,31,Savings,Standard Chartered,Permanent
Good,5,1.003888889,273.75,0,5,100,31.8,Savings,Diamond Bank,Permanent
Good,6,1.018611111,281.8611111,0,2,33.33333333,27.5,Other,Fidelity Bank,Permanent
Bad,6,1.019166667,251.4444444,0,4,66.66666667,32.6,Savings,GT Bank,Self-Employed
Good,6,1.003611111,365,0,4,66.66666667,32.4,Savings,GT Bank,Unknown
Good,6,1.003333333,325.4583333,0,4,66.66666667,34.4,Other,Access Bank,Self-Employed
Good,6,1.003888889,319.375,0,6,100,36.2,Savings,GT Bank,Permanent
Good,6,1.018888889,314.3055556,0,3,50,29.8,Savings,GT Bank,Permanent
Good,6,1.018888889,349.7916667,0,3,50,33.8,Savings,GT Bank,Permanent
Good,6,1.018333333,365,0,1,16.66666667,38.4,Savings,GT Bank,Permanent
Good,6,1.018888889,319.375,0,5,83.33333333,48,Savings,Diamond Bank,Permanent
Bad,6,1.018888889,312.2777778,0,4,66.66666667,36.5,Savings,Access Bank,Permanent
Bad,6,1.019722222,320.3888889,0,2,33.33333333,39.9,Other,First Bank,Self-Employed
Good,6,1.018611111,365,0,2,33.33333333,26.9,Savings,Diamond Bank,Permanent
Good,6,1.004166667,365,0,5,83.33333333,39.2,Savings,EcoBank,Unknown
Good,6,1.002222222,319.375,0,5,83.33333333,33.5,Savings,Fidelity Bank,Permanent
Good,6,1.003611111,250.0925926,0,6,100,29.3,Savings,GT Bank,Self-Employed
Good,6,1.019722222,334.5833333,0,3,50,30.3,Savings,Fidelity Bank,ContractRetiredUnemployed
Bad,6,1.006111111,273.75,0,5,83.33333333,28.3,Other,UBA,Student
Bad,6,1.019444444,299.0972222,0,5,83.33333333,37.1,Savings,Stanbic IBTC,Permanent
Good,6,4.372222222,319.375,0,4,66.66666667,32.8,Savings,GT Bank,Permanent
Bad,6,1.002777778,365,0,0,0,28.3,Savings,Access Bank,Permanent
Good,6,1.018888889,334.5833333,0,4,66.66666667,39.4,Other,Sterling Bank,Permanent
Good,6,1.002777778,319.375,6,5,83.33333333,37,Savings,GT Bank,Permanent
Bad,6,1.019166667,365,0,2,33.33333333,35.2,Savings,GT Bank,Permanent
Good,6,1.1575,319.375,0,6,100,38.3,Savings,Zenith Bank,Permanent
Good,6,1.002777778,304.1666667,0,6,100,28.6,Savings,GT Bank,Unknown
Good,6,1.003888889,319.375,0,6,100,32.1,Savings,GT Bank,Unknown
Good,6,1.006944444,319.375,0,5,83.33333333,35.3,Other,First Bank,Permanent
Good,6,1.021388889,319.375,0,5,83.33333333,27.9,Savings,GT Bank,Permanent
Good,6,1.018333333,273.75,0,6,100,23.1,Savings,Access Bank,Student
Bad,6,1.003888889,309.2361111,0,4,66.66666667,33.3,Savings,Sterling Bank,Permanent
Bad,6,1.018611111,319.375,0,4,66.66666667,32.6,Savings,Access Bank,Unknown
Good,6,1.004444444,304.1666667,0,4,66.66666667,29.4,Savings,Diamond Bank,Self-Employed
Good,6,1.007222222,265.9768519,0,4,66.66666667,26.7,Other,Unity Bank,ContractRetiredUnemployed
Good,6,1.004722222,349.7916667,0,2,33.33333333,36.3,Savings,GT Bank,Self-Employed
Bad,6,1.019722222,365,0,2,33.33333333,24.9,Savings,EcoBank,Permanent
Bad,6,1.02,365,0,2,33.33333333,23.9,Savings,Stanbic IBTC,Permanent
Bad,6,1.019444444,319.375,0,2,33.33333333,28.5,Savings,GT Bank,Permanent
Bad,6,1.019722222,349.7916667,0,4,66.66666667,35.9,Savings,GT Bank,Permanent
Good,6,1.020277778,304.1666667,0,6,100,32.1,Savings,Zenith Bank,Permanent
Good,6,1.018611111,319.375,0,6,100,33.1,Savings,GT Bank,Permanent
Good,6,1.018333333,281.8611111,0,3,50,31.6,Other,Access Bank,Self-Employed
Good,6,1.560277778,304.1666667,6,5,83.33333333,25.7,Savings,Access Bank,Permanent
Bad,6,1.019166667,365,0,2,33.33333333,24.5,Other,GT Bank,Permanent
Good,6,1.018333333,319.375,0,4,66.66666667,30.8,Savings,GT Bank,Permanent
Good,6,1.018333333,319.375,0,6,100,43.8,Savings,GT Bank,Permanent
Bad,6,1.003888889,365,0,0,0,40.9,Savings,GT Bank,Student
Good,6,1.003333333,319.375,6,6,100,50.1,Savings,GT Bank,Permanent
Good,6,1.0025,365,0,4,66.66666667,38.1,Savings,Diamond Bank,Permanent
Good,6,1.019444444,329.5138889,0,4,66.66666667,33.4,Savings,GT Bank,Permanent
Good,6,1.018611111,319.375,0,4,66.66666667,34.2,Savings,Zenith Bank,Permanent
Good,6,1.018333333,319.375,0,6,100,26.2,Savings,UBA,Permanent
Good,6,1.018611111,319.375,0,5,83.33333333,37.8,Savings,First Bank,Permanent
Good,6,1.005277778,312.2777778,0,4,66.66666667,36.9,Savings,First Bank,Permanent
Good,6,1.02,288.9583333,0,6,100,29.8,Savings,Skye Bank,Permanent
Bad,6,1.019166667,312.2777778,0,2,33.33333333,37,Savings,First Bank,Unknown
Good,6,1.005833333,365,0,4,66.66666667,26.4,Other,GT Bank,Permanent
Good,6,1.018333333,365,0,2,33.33333333,28.4,Other,Access Bank,Permanent
Good,6,1.018888889,319.375,0,4,66.66666667,34.5,Savings,First Bank,Permanent
Good,6,1.018333333,319.375,0,4,66.66666667,34.4,Savings,Diamond Bank,Unknown
Good,6,1.018611111,319.375,0,6,100,34.5,Savings,First Bank,Permanent
Good,6,1.006388889,319.375,0,4,66.66666667,35.8,Savings,GT Bank,Permanent
Good,6,1.005555556,319.375,0,6,100,24.5,Savings,GT Bank,Permanent
Good,6,1.018611111,312.2777778,0,3,50,26.7,Savings,Access Bank,Permanent
Bad,6,1.018333333,365,0,1,16.66666667,44.3,Savings,Skye Bank,Permanent
Good,6,1.010833333,304.1666667,0,6,100,29.3,Savings,Stanbic IBTC,Permanent
Good,6,1.018333333,365,0,5,83.33333333,34.7,Savings,Access Bank,Permanent
Good,6,1.005277778,288.9583333,0,3,50,33.8,Other,GT Bank,Self-Employed
Good,6,1.018333333,319.375,0,6,100,32.1,Savings,GT Bank,Permanent
Good,6,1.002777778,319.375,0,5,83.33333333,30.2,Other,First Bank,Permanent
Good,6,1.002777778,319.375,0,4,66.66666667,34.2,Savings,FCMB,Permanent
Good,6,1.188333333,349.7916667,0,4,66.66666667,27.4,Other,Zenith Bank,Permanent
Good,6,1.019166667,319.375,0,5,83.33333333,42.3,Savings,GT Bank,Permanent
Bad,6,1.018333333,365,0,0,0,28,Savings,First Bank,Permanent
Good,6,1.019444444,308.2222222,0,5,83.33333333,22,Savings,GT Bank,Student
Good,6,1.004444444,342.6944444,0,2,33.33333333,27.3,Savings,GT Bank,Permanent
Bad,6,1.018611111,365,0,1,16.66666667,43,Other,FCMB,Self-Employed
Good,6,1.02,349.7916667,0,3,50,26.7,Other,GT Bank,Self-Employed
Good,6,1.003611111,334.5833333,0,6,100,40.4,Other,GT Bank,Permanent
Good,6,1.018333333,274.7638889,0,6,100,29,Savings,First Bank,Unknown
Good,6,1.020277778,319.375,0,3,50,31.8,Savings,Access Bank,ContractRetiredUnemployed
Good,6,1.003888889,288.9583333,6,4,66.66666667,30,Savings,GT Bank,Permanent
Good,6,7.385277778,295.7169167,0,5,83.33333333,37.2,Savings,First Bank,Unknown
Good,6,1.005277778,312.2777778,0,6,100,55.2,Savings,Access Bank,Permanent
Good,6,1.018333333,319.375,0,2,33.33333333,30.4,Savings,Wema Bank,Unknown
Bad,6,1.008333333,319.375,0,4,66.66666667,31.4,Savings,GT Bank,Permanent
Good,6,1.018333333,319.375,0,5,83.33333333,34.5,Savings,Heritage Bank,Permanent
Bad,6,1.006944444,342.6944444,0,3,50,23.3,Savings,First Bank,Unknown
Good,6,1.02,332.5555556,0,4,66.66666667,21.6,Other,Skye Bank,Self-Employed
Good,6,1.008333333,273.75,0,5,83.33333333,37.1,Other,Diamond Bank,Permanent
Good,6,1.004444444,334.5833333,0,4,66.66666667,39.5,Other,GT Bank,Permanent
Bad,6,1.007222222,365,0,1,16.66666667,26.4,Other,GT Bank,Permanent
Good,6,1.018333333,319.375,0,5,83.33333333,44,Savings,GT Bank,Permanent
Good,6,1.002777778,260.2308056,0,4,66.66666667,30.9,Other,EcoBank,Self-Employed
Good,6,1.003333333,365,0,2,33.33333333,33.8,Savings,Heritage Bank,Permanent
Good,6,1.008888889,319.375,0,4,66.66666667,36.4,Savings,Stanbic IBTC,Permanent
Good,6,1.018333333,297.0694444,0,4,66.66666667,35.1,Savings,UBA,Permanent
Good,6,1.003611111,299.0972222,0,6,100,39.2,Savings,Stanbic IBTC,Permanent
Good,6,1.019444444,328.5,0,5,83.33333333,38.5,Savings,GT Bank,Permanent
Good,6,1.02,319.375,0,3,50,37.9,Savings,First Bank,Permanent
Good,6,1.018611111,274.7638889,0,4,66.66666667,21.8,Other,UBA,Student
Good,6,1.004722222,278.8194444,0,3,50,25.5,Savings,GT Bank,Permanent
Bad,6,1.019444444,365,0,2,33.33333333,31.1,Savings,First Bank,Unknown
Good,6,1.315277778,319.375,6,5,83.33333333,36.6,Savings,Stanbic IBTC,Unknown
Good,6,1.019722222,319.375,0,6,100,34.7,Savings,Access Bank,Unknown
Good,6,1.006111111,319.375,0,6,100,29.9,Savings,First Bank,Permanent
Good,6,1.006111111,319.375,0,6,100,27.2,Savings,First Bank,Permanent
Good,6,1.004166667,288.9583333,0,4,66.66666667,32.7,Savings,GT Bank,Unknown
Good,6,1.018888889,319.375,0,6,100,33.9,Savings,Zenith Bank,Permanent
Bad,6,1.004722222,365,0,0,0,28.7,Savings,Access Bank,Self-Employed
Bad,6,1.005,281.8611111,0,4,66.66666667,25.5,Other,First Bank,Permanent
Bad,6,1.018055556,243.3333333,0,3,50,28.5,Savings,Heritage Bank,Self-Employed
Good,6,1.008888889,258.8796296,0,5,83.33333333,53.6,Other,First Bank,Permanent
Bad,6,1.018611111,365,0,1,16.66666667,37.7,Savings,UBA,Permanent
Good,6,1.0025,319.375,6,6,100,33.2,Savings,GT Bank,Permanent
Good,6,1.005277778,342.6944444,0,2,33.33333333,35.8,Savings,GT Bank,Permanent
Bad,6,1.791111111,304.1666667,6,5,83.33333333,28.2,Savings,Access Bank,Permanent
Bad,6,1.019444444,304.1666667,0,3,50,30.7,Savings,Access Bank,Permanent
Good,6,1.004722222,334.5833333,0,6,100,40.5,Savings,GT Bank,Permanent
Bad,6,1.018333333,334.5833333,0,4,66.66666667,36.5,Other,GT Bank,Self-Employed
Good,6,1.018055556,334.5833333,0,4,66.66666667,29.4,Savings,GT Bank,Unknown
Good,6,1.194444444,319.375,0,6,100,35.5,Savings,GT Bank,Unknown
Bad,6,1.018611111,294.0277778,0,2,33.33333333,26.6,Savings,Diamond Bank,Permanent
Good,6,1.004166667,258.5416667,0,4,66.66666667,31.3,Savings,First Bank,Permanent
Good,6,1.006111111,319.375,0,6,100,40.9,Savings,GT Bank,Permanent
Good,6,1.018888889,197.7083333,0,3,50,34.2,Other,First Bank,Permanent
Good,6,1.019722222,365,0,2,33.33333333,36.6,Other,UBA,Permanent
Good,6,1.008055556,258.5416667,0,6,100,37.8,Other,First Bank,Self-Employed
Good,6,1.005277778,334.5833333,0,5,83.33333333,32.6,Other,GT Bank,Self-Employed
Good,6,1.003333333,334.5833333,0,5,83.33333333,26.1,Other,GT Bank,Permanent
Good,6,1.018055556,281.8611111,0,5,83.33333333,31.8,Other,GT Bank,Permanent
Good,6,1.004722222,226.4351852,0,4,66.66666667,32.2,Other,GT Bank,Permanent
Good,6,1.004166667,365,0,1,16.66666667,24.2,Other,FCMB,Permanent
Good,6,1.018333333,365,0,1,16.66666667,27.7,Other,UBA,Permanent
Good,6,1.003888889,332.5555556,0,4,66.66666667,31.4,Other,GT Bank,Permanent
Good,7,1.005833333,255.5,0,4,57.14285714,30.6,Other,GT Bank,Student
Good,7,1.018611111,241.015873,0,7,100,27.9,Savings,First Bank,Permanent
Good,7,1.004166667,293.7380952,0,6,85.71428571,33.1,Savings,GT Bank,Unknown
Good,7,1.019444444,272.8809524,0,7,100,35.1,Other,GT Bank,Permanent
Good,7,1.018888889,261.2936508,0,7,100,29.1,Other,GT Bank,Self-Employed
Good,7,1.007777778,298.0833333,0,6,85.71428571,49.4,Other,Diamond Bank,Self-Employed
Good,7,1.019166667,351.9642857,0,6,85.71428571,31.4,Other,UBA,Permanent
Good,7,1.018888889,319.8095238,0,5,71.42857143,44,Savings,UBA,Unknown
Good,7,1.004722222,293.7380952,0,6,85.71428571,31.1,Savings,Stanbic IBTC,Permanent
Good,7,1.004166667,274.6190476,0,7,100,31.1,Other,Access Bank,Student
Good,7,1.018611111,252.6031746,0,7,100,26.4,Savings,GT Bank,Student
Good,7,1.018611111,311.1190476,0,7,100,24.9,Savings,Fidelity Bank,Permanent
Good,7,1.005555556,299.8214286,0,4,57.14285714,34.3,Savings,GT Bank,Unknown
Good,7,1.020277778,299.8214286,0,7,100,32.1,Savings,GT Bank,Permanent
Bad,7,1.019722222,273.75,0,5,71.42857143,28.3,Savings,Skye Bank,Permanent
Bad,7,1.001944444,299.8214286,0,5,71.42857143,34.6,Savings,First Bank,Unknown
Good,7,1.018611111,299.8214286,0,6,85.71428571,38.9,Savings,GT Bank,Permanent
Good,7,1.004166667,267.6666667,0,5,71.42857143,29.9,Savings,Access Bank,Permanent
Good,7,1.003611111,238.9880952,7,7,100,37.6,Savings,Skye Bank,Permanent
Bad,7,1.004722222,338.9285714,0,4,57.14285714,45.2,Savings,Zenith Bank,Permanent
Good,7,1.018888889,338.9285714,0,6,85.71428571,41,Other,First Bank,Permanent
Good,7,1.019166667,365,0,3,42.85714286,32.3,Other,Access Bank,Self-Employed
Good,7,1.019444444,365,0,3,42.85714286,29.4,Savings,Access Bank,ContractRetiredUnemployed
Good,7,1.004166667,325.8928571,0,5,71.42857143,33.4,Other,Zenith Bank,Permanent
Good,7,1.003888889,283.3095238,0,5,71.42857143,28.9,Savings,Diamond Bank,Student
Good,7,2.067777778,319.8095238,0,4,57.14285714,29.6,Savings,GT Bank,ContractRetiredUnemployed
Good,7,1.019444444,253.4722222,0,7,100,32.8,Savings,First Bank,Permanent
Good,7,1.011944444,267.0873016,0,7,100,52.2,Other,GT Bank,Self-Employed
Good,7,16.665,260.7142857,0,7,100,52.2,Savings,First Bank,Permanent
Good,7,1.989722222,345.8809524,0,4,57.14285714,33.7,Savings,GT Bank,Unknown
Good,7,1.002777778,287.6547619,0,7,100,28.5,Other,Zenith Bank,Permanent
Good,7,1.011388889,351.9642857,0,6,85.71428571,25.7,Other,Diamond Bank,Self-Employed
Good,7,1.018333333,325.8928571,0,4,57.14285714,31.5,Savings,Access Bank,Permanent
Good,7,1.020277778,258.9761905,7,7,100,32.7,Savings,Heritage Bank,Permanent
Good,7,1.018611111,293.4484127,0,5,71.42857143,39.8,Savings,GT Bank,Permanent
Bad,7,1.019722222,283.8883095,0,6,85.71428571,32.9,Savings,EcoBank,Unknown
Bad,7,1.004722222,332.8452381,0,4,57.14285714,42.6,Savings,First Bank,Permanent
Good,7,1.018333333,292.2902619,0,6,85.71428571,33.9,Savings,GT Bank,Unknown
Good,7,1.018888889,273.75,0,5,71.42857143,36.3,Other,Stanbic IBTC,Permanent
Good,7,1.018611111,299.8214286,0,3,42.85714286,28.4,Savings,UBA,Unknown
Good,7,1.002777778,293.7380952,0,7,100,38.6,Savings,GT Bank,Permanent
Good,7,1.019722222,260.1349206,0,3,42.85714286,32.3,Other,Access Bank,Permanent
Good,7,1.02,225.952381,0,6,85.71428571,28.9,Other,Diamond Bank,Permanent
Good,7,1.020277778,286.7857143,0,7,100,33.6,Savings,Zenith Bank,Permanent
Good,7,1.005,289.3928571,0,6,85.71428571,34.8,Savings,Access Bank,Permanent
Good,7,1.018888889,293.7380952,0,7,100,34.8,Savings,GT Bank,Permanent
Good,7,1.019722222,326.7619048,0,3,42.85714286,45.9,Other,GT Bank,Permanent
Good,7,1.019444444,293.7380952,0,5,71.42857143,48.5,Savings,First Bank,Permanent
Good,7,1.018611111,293.7380952,0,7,100,23,Savings,GT Bank,Permanent
Bad,7,1.018888889,365,0,2,28.57142857,30.7,Other,Access Bank,Permanent
Good,7,1.014444444,365,0,5,71.42857143,23.6,Other,GT Bank,Permanent
Good,7,1.003055556,299.8214286,0,5,71.42857143,35.5,Savings,Access Bank,Unknown
Good,7,1.002777778,299.8214286,0,4,57.14285714,44,Savings,GT Bank,Permanent
Good,7,1.018055556,351.9642857,0,2,28.57142857,37.4,Savings,UBA,Permanent
Good,7,1.018333333,324.1547619,0,5,71.42857143,29,Savings,Access Bank,Permanent
Good,7,1.006666667,299.8214286,0,7,100,35.3,Savings,UBA,Permanent
Bad,7,1.003611111,365,0,2,28.57142857,24.9,Savings,GT Bank,Permanent
Good,7,1.018888889,299.8214286,0,5,71.42857143,26.1,Savings,GT Bank,Permanent
Good,7,1.018611111,299.8214286,0,7,100,29,Savings,UBA,Permanent
Good,7,1.018888889,306.7738095,0,3,42.85714286,32.4,Other,UBA,Self-Employed
Good,7,1.02,249.1269841,0,6,85.71428571,28,Other,First Bank,Self-Employed
Good,7,1.019444444,299.8214286,0,5,71.42857143,30.3,Savings,Keystone Bank,Permanent
Good,7,1.018333333,261.5833333,0,5,71.42857143,42.6,Savings,UBA,Permanent
Good,7,1.003611111,293.7380952,0,5,71.42857143,38.8,Savings,Diamond Bank,Permanent
Good,7,1.02,319.8095238,0,5,71.42857143,47.4,Savings,UBA,Permanent
Good,7,1.018888889,208.281746,0,7,100,28.6,Savings,GT Bank,Student
Good,7,1.004722222,293.7380952,0,5,71.42857143,34.2,Savings,EcoBank,Unknown
Good,7,1.003055556,287.6547619,0,5,71.42857143,36.9,Savings,GT Bank,Unknown
Good,7,1.018888889,299.8214286,0,3,42.85714286,31,Savings,GT Bank,Permanent
Good,7,1.006666667,299.8214286,0,6,85.71428571,29.1,Savings,First Bank,Permanent
Bad,7,1.018055556,285.0476191,0,5,71.42857143,22.2,Savings,First Bank,Unknown
Good,7,1.018888889,293.7380952,0,7,100,35.3,Savings,GT Bank,Permanent
Good,7,1.005277778,293.7380952,0,6,85.71428571,29.9,Savings,GT Bank,Permanent
Good,7,1.018611111,293.7380952,0,7,100,52.9,Savings,First Bank,Unknown
Good,7,1.006388889,261.5833333,0,3,42.85714286,48.4,Other,GT Bank,Permanent
Bad,7,12.81388889,365,0,1,14.28571429,28.8,Other,First Bank,Self-Employed
Good,7,1.004722222,293.7380952,0,6,85.71428571,46.6,Savings,UBA,Permanent
Good,7,1.961111111,311.1190476,0,6,85.71428571,28.7,Savings,GT Bank,Unknown
Good,7,1.004722222,322.4166667,0,4,57.14285714,23.9,Savings,EcoBank,Unknown
Good,7,1.003333333,351.9642857,0,5,71.42857143,31,Savings,GT Bank,Permanent
Good,7,1.018333333,365,0,4,57.14285714,36.5,Savings,GT Bank,Permanent
Good,7,1.018888889,325.8928571,0,4,57.14285714,29.3,Savings,Diamond Bank,Permanent
Good,7,1.019722222,338.9285714,0,4,57.14285714,34.9,Other,GT Bank,Self-Employed
Good,7,1.005,345.8809524,0,4,57.14285714,38.7,Savings,EcoBank,Permanent
Bad,7,1.233888889,255.5,0,4,57.14285714,28,Savings,UBA,Unknown
Good,7,1.004166667,334.5833333,0,4,57.14285714,31.3,Other,Stanbic IBTC,Permanent
Good,7,1.019166667,325.8928571,0,6,85.71428571,25.3,Savings,EcoBank,Permanent
Bad,7,1.018055556,365,0,2,28.57142857,40.5,Other,First Bank,Self-Employed
Bad,7,1.005,300.6904762,0,2,28.57142857,29.8,Savings,GT Bank,Permanent
Good,7,1.001944444,299.8214286,7,6,85.71428571,30.9,Savings,Diamond Bank,Permanent
Good,7,1.019444444,267.6666667,0,7,100,25.3,Other,Skye Bank,Self-Employed
Good,7,1.018888889,299.8214286,0,7,100,35.4,Savings,GT Bank,Permanent
Good,7,1.004444444,291.1309524,0,5,71.42857143,39.9,Savings,FCMB,Permanent
Good,7,1.563333333,299.8214286,0,5,71.42857143,29.6,Savings,First Bank,Permanent
Bad,7,1.018333333,293.7380952,0,3,42.85714286,30,Savings,EcoBank,Permanent
Good,7,1.018333333,287.6547619,0,5,71.42857143,22.7,Other,UBA,Student
Good,7,1.02,241.5952381,0,6,85.71428571,26.4,Savings,First Bank,Permanent
Good,7,1.004166667,293.7380952,0,7,100,33.2,Savings,GT Bank,Permanent
Good,7,1.018611111,296.3452381,0,6,85.71428571,24.5,Other,First Bank,Self-Employed
Bad,7,1.018888889,299.8214286,0,6,85.71428571,44.5,Savings,EcoBank,Permanent
Good,7,1.020277778,299.8214286,0,7,100,30.9,Savings,GT Bank,Permanent
Bad,7,1.019166667,365,0,2,28.57142857,31.5,Savings,Diamond Bank,Permanent
Good,7,1.019722222,365,0,5,71.42857143,46.8,Other,UBA,Permanent
Good,7,1.018333333,293.7380952,0,5,71.42857143,32.2,Savings,GT Bank,Permanent
Good,7,1.005555556,365,0,3,42.85714286,22.8,Other,Access Bank,Student
Good,7,1.018333333,287.6547619,0,6,85.71428571,29.7,Savings,GT Bank,Permanent
Good,7,1.020555556,220.1587302,0,6,85.71428571,31.9,Other,GT Bank,Self-Employed
Good,7,11.46555556,253.7619048,0,5,71.42857143,42.5,Other,GT Bank,Permanent
Bad,7,1.018611111,312.8571429,0,5,71.42857143,28.2,Other,First Bank,Permanent
Good,7,1.018611111,293.7380952,0,6,85.71428571,25.3,Savings,Skye Bank,Student
Good,7,1.018611111,274.6190476,0,7,100,36.6,Savings,Union Bank,Permanent
Good,7,1.018333333,293.7380952,0,4,57.14285714,29.7,Savings,First Bank,Permanent
Good,7,1.019166667,365,0,5,71.42857143,43.4,Savings,Fidelity Bank,Permanent
Good,7,1.003888889,338.9285714,0,3,42.85714286,25.6,Savings,GT Bank,Permanent
Good,7,1.019166667,273.75,0,3,42.85714286,36.6,Other,GT Bank,Permanent
Good,7,1.004166667,243.7678571,0,7,100,29.8,Savings,GT Bank,Permanent
Good,7,1.018888889,317.202381,0,7,100,26.5,Savings,Fidelity Bank,Permanent
Good,7,1.018611111,299.8214286,0,6,85.71428571,34.2,Savings,Zenith Bank,Self-Employed
Good,7,1.018333333,292.5793651,0,3,42.85714286,37.9,Savings,Diamond Bank,Permanent
Good,7,1.003888889,351.9642857,0,6,85.71428571,27,Savings,Diamond Bank,Permanent
Good,7,1.019722222,338.9285714,0,3,42.85714286,36.5,Other,UBA,Self-Employed
Good,7,1.018611111,365,0,4,57.14285714,29,Savings,First Bank,Permanent
Good,7,1.018888889,228.2698413,0,4,57.14285714,28.9,Savings,Zenith Bank,Permanent
Good,7,1.009444444,338.9285714,0,4,57.14285714,29.4,Savings,GT Bank,Permanent
Good,7,1.004444444,241.5952381,0,5,71.42857143,38.2,Savings,GT Bank,Self-Employed
Good,7,1.02,260.7142857,0,5,71.42857143,31,Savings,Access Bank,Permanent
Good,7,1.009722222,338.9285714,0,3,42.85714286,32.3,Other,Zenith Bank,Self-Employed
Good,7,1.019722222,219.2896825,0,4,57.14285714,35.4,Other,FCMB,Permanent
Good,8,1.019166667,330.78125,0,6,75,38.1,Savings,GT Bank,Permanent
Bad,8,1.02,313.7986111,0,3,37.5,31.4,Savings,Diamond Bank,Student
Good,8,1.019722222,289.71875,0,8,100,27,Savings,Zenith Bank,Student
Good,8,1.02,302.6458333,0,6,75,34.7,Savings,GT Bank,Permanent
Good,8,1.003333333,262.34375,0,7,87.5,42.1,Other,GT Bank,Permanent
Good,8,2.960555556,302.6458333,0,6,75,35.2,Other,Zenith Bank,Permanent
Bad,8,1.019722222,330.78125,0,4,50,21.6,Other,Skye Bank,Self-Employed
Good,8,1.003611111,274.5104167,0,6,75,43.8,Savings,UBA,Unknown
Bad,8,1.019444444,279.8333333,0,7,87.5,30,Savings,GT Bank,Unknown
Good,8,1.316388889,252.2048611,0,3,37.5,22.8,Savings,GT Bank,Student
Good,8,1.018611111,274.5104167,0,7,87.5,31.4,Savings,First Bank,Permanent
Good,8,1.020277778,285.15625,0,7,87.5,32,Savings,First Bank,Permanent
Good,8,1.003333333,317.8541667,0,6,75,48.3,Savings,Access Bank,Permanent
Good,8,1.018888889,279.5798611,0,7,87.5,32.1,Savings,GT Bank,Permanent
Bad,8,1.02,245.8680556,0,4,50,39.4,Other,FCMB,Permanent
Good,8,1.763333333,307.96875,0,8,100,24.1,Other,Diamond Bank,Permanent
Good,8,1.018611111,276.03125,0,8,100,26.9,Other,First Bank,Permanent
Good,8,1.002777778,274.5104167,0,6,75,36,Savings,First Bank,Permanent
Good,8,1.018888889,279.8333333,0,5,62.5,34.6,Savings,Diamond Bank,Unknown
Good,8,1.005277778,325.4583333,0,5,62.5,52.1,Savings,UBA,Permanent
Good,8,1.019444444,269.1875,0,8,100,34.2,Savings,GT Bank,Permanent
Good,8,1.018333333,269.1875,0,6,75,42.7,Savings,Diamond Bank,Unknown
Good,8,1.018333333,307.96875,0,7,87.5,25.9,Other,GT Bank,Permanent
Good,8,1.020277778,330.78125,0,6,75,37.2,Savings,GT Bank,Permanent
Good,8,1.011944444,251.4444444,0,5,62.5,49.3,Other,UBA,Self-Employed
Good,8,1.019722222,325.4583333,0,6,75,27.2,Other,UBA,Student
Good,8,1.005277778,274.5104167,0,8,100,29.8,Savings,GT Bank,Permanent
Good,8,1.003611111,251.6979167,0,5,62.5,28.4,Other,GT Bank,Self-Employed
Good,8,1.004722222,237.25,0,7,87.5,25.5,Other,GT Bank,Self-Employed
Good,8,1.004444444,342.1875,0,5,62.5,25.7,Savings,UBA,Permanent
Good,8,1.003888889,279.8333333,0,7,87.5,36.3,Savings,Access Bank,Permanent
Good,8,1.018611111,225.5902778,0,4,50,25.2,Savings,Access Bank,Self-Employed
Bad,8,1.003888889,311.0104167,0,3,37.5,37.6,Savings,Zenith Bank,Permanent
Good,8,1.003611111,274.5104167,0,6,75,35.5,Savings,First Bank,Permanent
Good,8,1.004444444,275.0173611,0,7,87.5,38.6,Savings,GT Bank,Permanent
Bad,8,1.018611111,291.2395833,0,4,50,30,Savings,GT Bank,Permanent
Bad,8,1.003611111,276.03125,0,6,75,30.9,Savings,First Bank,Permanent
Bad,8,1.019444444,274.5104167,0,5,62.5,36,Savings,First Bank,Permanent
Good,8,1.006944444,279.8333333,0,8,100,30.1,Savings,Zenith Bank,Permanent
Good,8,1.005833333,297.3229167,0,6,75,25,Other,GT Bank,Permanent
Good,8,1.019722222,365,0,3,37.5,23.7,Other,Stanbic IBTC,Permanent
Bad,8,1.02,274.5104167,0,6,75,38.4,Other,FCMB,Self-Employed
Good,8,2.699722222,274.2569444,0,6,75,39.1,Other,GT Bank,Self-Employed
