,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,
927,Bad,50,1,2,1.018888889,GT Bank,27,26.7,Unknown,Savings,0,1.5,3,2.020555556,1.010277778,365,365,0,1,10000,13000,30,Training
928,Good,100,2,2,1.019444444,EcoBank,33,33.2,Permanent,Savings,0,1.5,3,2.038888889,1.019444444,365,365,0,1,10000,13000,30,Test
929,Good,50,1,2,1.003333333,Zenith Bank,37,36.9,Unknown,Savings,2,1.5,3,2.005277778,1.002638889,365,365,1,1,10000,11500,15,Training
930,Good,100,2,2,1.019444444,Stanbic IBTC,27,27,Unknown,Savings,0,1.5,3,2.021666667,1.010833333,365,365,0,1,10000,11500,15,Training
931,Bad,0,0,2,1.018888889,Access Bank,38,37.6,Permanent,Savings,0,1.5,3,2.020555556,1.010277778,365,365,0,0,10000,13000,30,Validation
932,Good,100,2,2,1.003611111,Access Bank,28,27.8,ContractRetiredUnemployed,Savings,0,1.5,3,2.006111111,1.003055556,365,365,0,1,10000,11500,15,Training
933,Good,100,2,2,1.002222222,First Bank,29,28.7,Permanent,Savings,0,1.5,3,2.003888889,1.001944444,365,365,0,1,10000,11500,15,Training
934,Good,100,2,2,1.018611111,Sterling Bank,42,42.3,Permanent,Other,0,1.5,3,2.020555556,1.010277778,365,365,0,1,10000,13000,30,Training
935,Good,100,2,2,1.003888889,GT Bank,30,30.4,Permanent,Savings,0,1.5,3,2.006111111,1.003055556,365,365,0,1,10000,13000,30,Test
936,Good,100,2,2,1.018888889,Access Bank,35,35.1,Permanent,Savings,2,1.5,3,2.020555556,1.010277778,365,365,1,1,10000,13000,30,Validation
937,Good,100,2,2,1.003888889,Access Bank,30,30.4,Permanent,Savings,0,1.5,3,2.005555556,1.002777778,365,365,0,1,10000,13000,30,Training
938,Good,100,2,2,1.02,EcoBank,34,34.2,Permanent,Savings,0,1.5,3,2.021944444,1.010972222,365,365,0,1,10000,13000,30,Validation
939,Good,50,1,2,1.020555556,GT Bank,39,38.7,Unknown,Savings,0,1.5,3,2.022222222,1.011111111,365,365,0,1,10000,13000,30,Training
940,Good,100,2,2,1.019166667,GT Bank,47,47.3,Permanent,Savings,0,1.5,3,2.020555556,1.010277778,365,365,0,1,10000,13000,30,Training
941,Good,100,2,2,1.018888889,GT Bank,32,32,Unknown,Savings,2,1.5,3,2.021388889,1.010694444,365,365,1,1,10000,11500,15,Training
942,Good,100,2,2,1.018888889,GT Bank,36,36.2,Permanent,Savings,0,1.5,3,2.020277778,1.010138889,365,365,0,1,10000,13000,30,Training
943,Bad,0,0,2,1.003055556,Access Bank,34,33.4,Permanent,Savings,0,1.5,3,2.005277778,1.002638889,365,365,0,0,10000,13000,30,Test
944,Good,50,1,2,1.018888889,GT Bank,39,38.8,Permanent,Savings,0,1.5,3,2.021666667,1.010833333,365,365,0,1,10000,13000,30,Validation
945,Bad,0,0,2,1.018611111,UBA,23,22.9,Permanent,Savings,0,1.5,3,2.037222222,1.018611111,365,365,0,0,10000,13000,30,Training
946,Bad,0,0,2,1.003611111,GT Bank,32,31.6,Permanent,Savings,0,1.5,3,2.005277778,1.002638889,365,365,0,0,10000,13000,30,Validation
947,Good,50,1,2,1.004722222,GT Bank,29,29.1,Unknown,Savings,0,1.5,3,2.006666667,1.003333333,365,365,0,1,10000,11500,15,Training
948,Good,50,1,2,1.018611111,First Bank,41,41,Permanent,Savings,2,1.5,3,2.020555556,1.010277778,365,365,1,1,10000,13000,30,Test
949,Good,50,1,2,1.018888889,Sterling Bank,30,30,Permanent,Savings,2,1.5,3,2.021111111,1.010555556,365,365,1,1,10000,13000,30,Test
950,Good,100,2,2,1.003888889,UBA,31,30.5,Permanent,Savings,0,1.5,3,2.005555556,1.002777778,365,365,0,1,10000,13000,30,Test
951,Good,50,1,2,1.018888889,UBA,26,25.8,Unknown,Savings,2,1.5,3,2.020833333,1.010416667,365,365,1,1,10000,11500,15,Training
952,Good,100,2,2,1.001944444,First Bank,31,31.1,Permanent,Savings,2,1.5,3,2.003611111,1.001805556,365,365,1,1,10000,11500,15,Validation
953,Bad,0,0,2,1.018888889,GT Bank,23,22.3,Student,Savings,0,1.5,3,2.02,1.01,365,365,0,0,10000,11500,15,Validation
954,Good,100,2,2,1.019166667,Diamond Bank,38,37.8,Unknown,Savings,0,1.5,3,2.021111111,1.010555556,365,365,0,1,10000,13000,30,Training
955,Good,100,2,2,1.018888889,GT Bank,27,27.1,Permanent,Other,0,1.5,3,2.021111111,1.010555556,365,365,0,1,10000,11500,15,Training
956,Good,100,2,2,1.019166667,GT Bank,30,30.4,Permanent,Savings,0,1.5,3,2.020833333,1.010416667,365,365,0,1,10000,13000,30,Test
957,Good,100,2,2,1.019444444,Stanbic IBTC,23,23.4,Student,Savings,0,1.5,3,2.021111111,1.010555556,365,365,0,1,10000,11500,15,Validation
958,Bad,0,0,2,1.020555556,UBA,48,47.6,Permanent,Savings,0,2,2,1.020555556,1.020555556,365,365,0,0,10000,13000,30,Test
959,Good,100,2,2,1.019444444,EcoBank,42,41.8,Permanent,Savings,0,1.5,3,2.021666667,1.010833333,365,365,0,1,10000,11500,15,Training
960,Good,100,2,2,1.007777778,Access Bank,32,31.9,Permanent,Savings,0,1.5,3,2.01,1.005,365,365,0,1,10000,13000,30,Test
961,Bad,0,0,2,1.002222222,Skye Bank,26,25.8,Permanent,Savings,2,1.5,3,2.004444444,1.002222222,365,365,1,0,10000,11500,15,Training
962,Good,100,2,2,1.020833333,GT Bank,28,27.7,Unknown,Savings,0,1.5,3,2.022777778,1.011388889,365,365,0,1,10000,11500,15,Test
963,Good,50,1,2,1.003055556,GT Bank,31,31.1,Permanent,Savings,0,1.5,3,2.005555556,1.002777778,365,365,0,1,10000,13000,30,Training
964,Bad,50,1,2,1.019166667,Skye Bank,35,34.5,Permanent,Savings,0,1.5,3,2.022222222,1.011111111,365,365,0,1,10000,13000,30,Training
965,Bad,50,1,2,1.019166667,Skye Bank,35,34.5,Permanent,Savings,0,1.5,3,2.022222222,1.011111111,365,365,0,1,10000,13000,30,Test
966,Good,100,2,2,1.019444444,Access Bank,45,45.2,Unknown,Savings,2,1.5,3,2.021388889,1.010694444,365,365,1,1,10000,11500,15,Validation
967,Good,100,2,2,1.018888889,Access Bank,42,42.1,Permanent,Savings,0,1.5,3,2.021111111,1.010555556,365,365,0,1,10000,13000,30,Training
968,Bad,50,1,2,1.020277778,GT Bank,29,29.2,Permanent,Savings,2,1.5,3,2.021666667,1.010833333,365,365,1,1,10000,11500,15,Training
969,Good,100,2,2,1.001944444,Diamond Bank,36,35.6,Permanent,Savings,2,1.5,3,2.003888889,1.001944444,365,365,1,1,10000,11500,15,Test
970,Bad,50,1,2,1.001944444,GT Bank,23,22.7,Permanent,Savings,0,1.5,3,2.003611111,1.001805556,365,365,0,1,10000,11500,15,Training
971,Good,100,2,2,1.018888889,Zenith Bank,26,26.1,Student,Savings,2,1.5,3,2.020555556,1.010277778,365,365,1,1,10000,13000,30,Test
972,Good,100,2,2,1.018888889,Stanbic IBTC,28,28.5,Permanent,Savings,0,1.5,3,2.020833333,1.010416667,365,365,0,1,10000,13000,30,Test
973,Good,100,2,2,1.018888889,GT Bank,38,37.6,Permanent,Savings,2,1.5,3,2.020833333,1.010416667,365,365,1,1,10000,13000,30,Test
974,Good,50,1,2,1.005277778,GT Bank,38,37.7,Permanent,Savings,0,1.5,3,2.007222222,1.003611111,365,365,0,1,10000,11500,15,Test
975,Good,100,2,2,1.018888889,GT Bank,45,44.6,Unknown,Savings,2,1.5,3,2.021388889,1.010694444,365,365,1,1,10000,13000,30,Training
976,Good,100,2,2,1.019444444,Zenith Bank,32,31.6,Permanent,Savings,0,1.5,3,2.021666667,1.010833333,365,365,0,1,10000,11500,15,Validation
977,Good,100,2,2,1.003333333,First Bank,34,34.3,Permanent,Savings,0,1.5,3,2.005277778,1.002638889,365,365,0,1,10000,11500,15,Test
978,Good,100,2,2,1.018888889,Access Bank,38,38.2,Unknown,Savings,0,1.5,3,2.021111111,1.010555556,365,365,0,1,10000,13000,30,Validation
979,Good,100,2,2,1.0025,Access Bank,37,36.7,ContractRetiredUnemployed,Savings,0,1.5,3,2.004722222,1.002361111,365,365,0,1,10000,13000,30,Training
980,Good,50,1,2,1.019722222,Access Bank,31,30.7,Permanent,Savings,0,1.5,3,2.023611111,1.011805556,365,365,0,1,10000,13000,30,Validation
981,Good,100,2,2,1.019166667,Zenith Bank,23,23.2,Permanent,Savings,0,1.5,3,2.021944444,1.010972222,365,365,0,1,10000,11500,15,Test
982,Good,100,2,2,1.002222222,GT Bank,39,38.8,Permanent,Savings,0,1.5,3,2.004444444,1.002222222,365,365,0,1,10000,11500,15,Training
983,Good,50,1,2,1.019444444,GT Bank,30,30.3,Permanent,Savings,2,1.5,3,2.025277778,1.012638889,365,365,1,1,10000,11500,15,Training
984,Bad,50,1,2,1.018888889,GT Bank,29,28.6,Permanent,Savings,0,1.5,3,2.020833333,1.010416667,365,365,0,1,10000,11500,15,Training
985,Good,100,2,2,1.02,GT Bank,31,31.3,Permanent,Savings,0,1.5,3,2.021944444,1.010972222,365,365,0,1,10000,13000,30,Training
986,Good,50,1,2,1.018888889,First Bank,33,33.4,Permanent,Savings,0,1.5,3,2.024444444,1.012222222,365,365,0,1,10000,11500,15,Validation
987,Good,100,2,2,1.003611111,Diamond Bank,30,30.4,Permanent,Savings,0,1.5,3,2.007222222,1.003611111,365,365,0,1,10000,13000,30,Training
988,Good,100,2,2,1.002222222,Stanbic IBTC,34,33.7,Permanent,Savings,2,1.5,3,2.004166667,1.002083333,365,365,1,1,10000,13000,30,Training
989,Bad,0,0,2,1.019444444,UBA,31,30.6,Permanent,Savings,2,1.5,3,2.020833333,1.010416667,365,365,1,0,10000,13000,30,Validation
990,Good,100,2,2,1.019444444,Stanbic IBTC,25,24.6,Permanent,Savings,2,1.5,3,2.020833333,1.010416667,365,365,1,1,10000,13000,30,Training
991,Bad,0,0,2,1.003611111,GT Bank,39,38.6,Unknown,Savings,0,1.5,3,2.005833333,1.002916667,365,365,0,0,10000,13000,30,Test
992,Good,100,2,2,1.593611111,Sterling Bank,32,31.8,Permanent,Savings,2,1.5,3,2.595833333,1.297916667,365,365,1,1,10000,11500,15,Validation
993,Good,100,2,2,1.004166667,UBA,41,41.4,Permanent,Savings,0,1.5,3,2.006111111,1.003055556,365,365,0,1,10000,11500,15,Validation
994,Good,100,2,2,1.002222222,Sterling Bank,29,29.3,Permanent,Savings,0,1.5,3,2.004166667,1.002083333,365,365,0,1,10000,11500,15,Validation
995,Good,100,2,2,1.019444444,Fidelity Bank,34,33.8,Permanent,Other,2,1.5,3,2.021388889,1.010694444,365,365,1,1,10000,13000,30,Test
996,Good,50,1,2,1.018888889,Zenith Bank,29,29.2,Unknown,Savings,2,1.5,3,2.020555556,1.010277778,365,365,1,1,10000,13000,30,Validation
997,Good,50,1,2,1.001944444,Sterling Bank,31,31.1,Permanent,Savings,2,1.5,3,2.003611111,1.001805556,365,365,1,1,10000,13000,30,Training
998,Good,50,1,2,1.018611111,Diamond Bank,28,27.7,Permanent,Savings,2,1.5,3,2.020277778,1.010138889,365,365,1,1,10000,13000,30,Validation
999,Good,100,2,2,1.003888889,First Bank,28,27.6,Permanent,Savings,0,1.5,3,2.006111111,1.003055556,365,365,0,1,10000,13000,30,Validation
1000,Bad,0,0,2,1.003888889,Fidelity Bank,30,30.2,Unknown,Savings,0,1.5,3,2.006111111,1.003055556,365,365,0,0,10000,13000,30,Validation
1001,Bad,50,1,2,1.019166667,GT Bank,34,34.1,Unknown,Savings,2,1.5,3,2.022222222,1.011111111,365,365,1,1,10000,13000,30,Training
1002,Bad,50,1,2,1.019166667,Access Bank,43,43.2,Permanent,Other,0,1.5,3,2.021111111,1.010555556,365,365,0,1,10000,11500,15,Training
1003,Bad,0,0,2,1.003333333,Sterling Bank,26,25.4,Self-Employed,Savings,0,1.5,3,2.005277778,1.002638889,365,365,0,0,10000,11500,15,Test
1004,Bad,50,1,2,1.018888889,Access Bank,33,32.5,Permanent,Savings,0,1.5,3,2.020555556,1.010277778,365,365,0,1,10000,13000,30,Training
1005,Good,50,1,2,1.02,Access Bank,27,26.6,Self-Employed,Savings,0,1.5,3,2.021944444,1.010972222,365,365,0,1,10000,13000,30,Test
1006,Bad,50,1,2,1.018888889,GT Bank,39,38.9,Permanent,Savings,0,1.5,3,2.020555556,1.010277778,365,365,0,1,10000,11500,15,Test
1007,Bad,0,0,2,1.005,GT Bank,36,36.2,Permanent,Savings,0,1.5,3,2.006944444,1.003472222,365,365,0,0,10000,13000,30,Validation
1008,Good,100,2,2,1.018888889,Zenith Bank,31,31,Permanent,Savings,0,1.5,3,2.020833333,1.010416667,365,365,0,1,10000,13000,30,Training
1009,Good,100,2,2,1.019444444,GT Bank,29,29.3,Permanent,Savings,0,1.5,3,2.021111111,1.010555556,365,365,0,1,10000,13000,30,Validation
1010,Good,50,1,2,1.002222222,First Bank,33,32.8,Permanent,Savings,0,1.5,3,2.004444444,1.002222222,365,365,0,1,10000,11500,15,Validation
1011,Bad,0,0,2,1.018611111,GT Bank,31,30.6,Permanent,Savings,0,1.5,3,2.021944444,1.010972222,365,365,0,0,10000,11500,15,Validation
1012,Good,100,2,2,1.019166667,Access Bank,33,32.8,Permanent,Savings,2,1.5,3,2.021111111,1.010555556,365,365,1,1,10000,13000,30,Training
1013,Good,100,2,2,1.019166667,GT Bank,45,45.4,Unknown,Savings,0,1.5,3,2.021388889,1.010694444,365,365,0,1,10000,11500,15,Training
1014,Good,100,2,2,1.018888889,GT Bank,30,30,Permanent,Savings,0,1.5,3,2.021111111,1.010555556,365,365,0,1,10000,11500,15,Validation
1015,Good,50,1,2,1.018888889,Stanbic IBTC,41,41.2,Unknown,Savings,0,1.5,3,2.021666667,1.010833333,365,365,0,1,10000,11500,15,Training
1016,Good,100,2,2,1.018611111,GT Bank,31,30.8,Permanent,Savings,0,1.5,3,2.020555556,1.010277778,365,365,0,1,10000,11500,15,Validation
1017,Good,100,2,2,1.018611111,Diamond Bank,25,24.9,Permanent,Savings,0,1.5,3,2.02,1.01,365,365,0,1,10000,13000,30,Training
1018,Bad,50,1,2,1.018888889,GT Bank,38,38,Unknown,Savings,0,1.5,3,2.020555556,1.010277778,365,365,0,1,10000,13000,30,Test
1019,Bad,50,1,2,1.019166667,GT Bank,32,32.3,Unknown,Savings,2,1.5,3,2.021111111,1.010555556,365,365,1,1,10000,13000,30,Training
1020,Good,100,2,2,1.003888889,Sterling Bank,37,37.2,Permanent,Savings,2,1.5,3,2.005833333,1.002916667,365,365,1,1,10000,13000,30,Validation
1021,Good,100,2,2,1.020277778,EcoBank,28,28.1,Permanent,Savings,0,1.5,3,2.021666667,1.010833333,365,365,0,1,10000,13000,30,Training
1022,Good,100,2,2,1.003611111,FCMB,28,27.7,Unknown,Savings,0,1.5,3,2.005,1.0025,365,365,0,1,10000,13000,30,Test
1023,Good,50,1,2,1.019722222,Access Bank,30,30,Permanent,Savings,0,1.5,3,2.024722222,1.012361111,365,365,0,1,10000,11500,15,Validation
1024,Bad,0,0,2,1.018888889,GT Bank,28,27.7,Permanent,Savings,0,1.5,3,2.021111111,1.010555556,365,365,0,0,10000,11500,15,Training
1025,Good,100,2,2,1.019444444,EcoBank,39,38.3,Permanent,Savings,0,1.5,3,2.021944444,1.010972222,365,273.75,0,1,10000,11500,15,Training
1026,Good,50,1,2,1.019166667,GT Bank,33,32.6,Permanent,Other,0,1.5,3,2.020833333,1.010416667,365,365,0,1,10000,11500,15,Validation
1027,Bad,0,0,2,1.02,GT Bank,28,27.7,Permanent,Savings,0,1.5,3,2.0225,1.01125,365,365,0,0,10000,13000,30,Validation
1028,Bad,0,0,2,1.005,Zenith Bank,22,21.9,Unknown,Savings,0,1.5,3,2.008611111,1.004305556,365,365,0,0,10000,13000,30,Test
1029,Bad,0,0,2,1.02,UBA,37,36.5,Permanent,Savings,0,1.5,3,2.022222222,1.011111111,365,365,0,0,10000,11500,15,Test
1030,Good,100,2,2,1.004444444,First Bank,37,37.4,Permanent,Savings,0,1.5,3,2.006388889,1.003194444,365,365,0,1,10000,13000,30,Validation
1031,Good,50,1,2,1.02,GT Bank,32,31.4,Permanent,Savings,0,1.5,3,2.021944444,1.010972222,365,365,0,1,10000,13000,30,Validation
1032,Bad,0,0,2,1.001944444,Diamond Bank,33,33.4,Permanent,Savings,0,1.5,3,2.003888889,1.001944444,365,365,0,0,10000,13000,30,Validation
1033,Good,50,1,2,1.794166667,GT Bank,28,27.8,Permanent,Savings,0,1.5,3,2.796111111,1.398055556,365,365,0,1,10000,13000,30,Training
1034,Good,50,1,2,1.004444444,GT Bank,27,27.3,Permanent,Savings,0,1.5,3,2.006944444,1.003472222,365,365,0,1,10000,13000,30,Training
1035,Good,100,2,2,1.003055556,GT Bank,41,40.7,Permanent,Other,0,1.5,3,2.005833333,1.002916667,365,365,0,1,10000,13000,30,Validation
1036,Good,100,2,2,1.019166667,GT Bank,36,35.5,Permanent,Other,0,1.5,3,2.021111111,1.010555556,365,365,0,1,10000,13000,30,Training
1037,Good,50,1,2,1.018888889,Fidelity Bank,22,22,Permanent,Other,0,1.5,3,2.020833333,1.010416667,365,365,0,1,10000,13000,30,Training
1038,Bad,0,0,2,1.0025,Sterling Bank,33,33,Permanent,Savings,0,1.5,3,2.004444444,1.002222222,365,365,0,0,10000,13000,30,Training
1039,Good,50,1,2,1.006388889,GT Bank,32,31.9,Permanent,Savings,0,2,2,1.006388889,1.006388889,182.5,182.5,0,1,15000,17250,30,Training
1040,Bad,50,1,2,1.018888889,GT Bank,42,42,Permanent,Savings,0,1.5,3,2.020833333,1.010416667,365,365,0,1,10000,13000,30,Test
1041,Good,50,1,2,1.018611111,GT Bank,50,49.6,Permanent,Other,0,1.5,3,2.021388889,1.010694444,365,365,0,1,10000,13000,30,Test
1042,Good,100,2,2,1.018888889,First Bank,23,23.4,Permanent,Savings,0,1.5,3,2.020277778,1.010138889,365,365,0,1,10000,13000,30,Training
1043,Good,50,1,2,1.02,GT Bank,29,28.8,Self-Employed,Savings,0,1.5,3,2.021666667,1.010833333,365,365,0,1,10000,13000,30,Validation
1044,Good,66.66666667,2,3,1.018888889,EcoBank,43,42.8,Permanent,Other,0,2.5,5,2.020833333,1.010416667,273.75,273.75,0,1,20000,24500,30,Validation
1045,Good,66.66666667,2,3,1.019444444,First Bank,33,33.2,Permanent,Savings,0,2.5,5,2.021388889,1.010694444,182.5,182.5,0,1,30000,39000,60,Training
1046,Good,33.33333333,1,3,1.003055556,Access Bank,30,30.3,Permanent,Savings,0,2,6,3.0075,1.0025,365,365,0,1,10000,13000,30,Test
1047,Good,33.33333333,1,3,1.003055556,Access Bank,27,26.6,Permanent,Savings,0,2,6,3.006944444,1.002314815,365,365,0,1,10000,13000,30,Test
1048,Bad,33.33333333,1,3,1.004444444,GT Bank,30,30,Permanent,Savings,0,2,6,3.008055556,1.002685185,365,365,0,1,10000,13000,30,Validation
1049,Good,66.66666667,2,3,1.003333333,First Bank,33,33.4,Permanent,Savings,0,2,6,3.006666667,1.002222222,365,365,0,1,10000,13000,30,Test
1050,Good,100,3,3,1.005277778,Stanbic IBTC,34,34.1,Permanent,Savings,0,2,6,3.008888889,1.002962963,365,365,0,1,10000,13000,30,Test
1051,Bad,0,0,3,1.003888889,First Bank,30,29.6,Unknown,Savings,3,2,6,3.007222222,1.002407407,365,365,1,0,10000,11500,15,Test
1052,Good,66.66666667,2,3,1.018888889,UBA,31,30.6,Permanent,Savings,0,2,6,3.022777778,1.007592593,365,365,0,1,10000,13000,30,Training
1053,Good,100,3,3,1.018888889,Access Bank,38,37.4,Unknown,Savings,0,2,6,3.023055556,1.007685185,365,365,0,1,10000,13000,30,Test
1054,Good,66.66666667,2,3,1.018888889,GT Bank,41,40.9,Permanent,Savings,0,2,6,3.0225,1.0075,365,365,0,1,10000,11500,15,Validation
1055,Bad,0,0,3,1.003888889,GT Bank,37,37,Permanent,Savings,0,2,6,3.007222222,1.002407407,365,365,0,0,10000,13000,30,Test
1056,Good,100,3,3,1.003333333,GT Bank,35,34.6,Permanent,Savings,0,2,6,3.008055556,1.002685185,365,365,0,1,10000,13000,30,Training
1057,Good,100,3,3,1.003611111,GT Bank,28,28.1,Permanent,Savings,0,2,6,3.006944444,1.002314815,365,365,0,1,10000,13000,30,Training
1058,Good,33.33333333,1,3,1.002777778,GT Bank,35,34.6,Unknown,Savings,0,2,6,3.006944444,1.002314815,365,365,0,1,10000,13000,30,Test
1059,Bad,33.33333333,1,3,1.001944444,Sterling Bank,29,29,Permanent,Savings,0,2,6,3.005277778,1.001759259,365,365,0,1,10000,13000,30,Validation
1060,Bad,0,0,3,1.02,GT Bank,31,30.9,Unknown,Savings,0,2,6,3.026944444,1.008981482,365,365,0,0,10000,13000,30,Validation
1061,Good,100,3,3,1.005833333,GT Bank,37,37.4,Permanent,Savings,0,2,6,3.009444444,1.003148148,365,365,0,1,10000,13000,30,Validation
1062,Bad,0,0,3,1.003055556,GT Bank,27,27.1,Unknown,Savings,0,2,6,3.006944444,1.002314815,365,365,0,0,10000,13000,30,Training
1063,Good,100,3,3,1.006666667,Stanbic IBTC,26,26.1,Permanent,Savings,0,2,6,3.009722222,1.003240741,365,365,0,1,10000,13000,30,Training
1064,Good,100,3,3,1.002222222,GT Bank,28,27.5,Permanent,Savings,0,2,6,3.005555556,1.001851852,365,334.5833333,0,1,20000,24500,30,Test
1065,Good,66.66666667,2,3,1.001944444,GT Bank,34,33.8,Unknown,Savings,0,2,6,3.005,1.001666667,365,365,0,1,10000,11500,15,Training
1066,Good,66.66666667,2,3,3.865,GT Bank,31,30.3,Unknown,Other,0,2,6,5.888055556,1.962685185,365,365,0,1,10000,13000,30,Test
1067,Good,100,3,3,1.019166667,First Bank,25,24.7,Permanent,Savings,3,2,6,3.0225,1.0075,365,334.5833333,1,1,20000,24500,30,Validation
1068,Good,100,3,3,1.018888889,GT Bank,28,28.1,Permanent,Savings,3,2,6,3.0225,1.0075,365,365,1,1,10000,13000,30,Training
1069,Bad,0,0,3,1.018611111,Diamond Bank,33,33.3,Permanent,Savings,0,2,6,3.034166667,1.011388889,365,365,0,0,10000,13000,30,Validation
1070,Bad,33.33333333,1,3,1.004166667,GT Bank,24,23.7,Permanent,Savings,0,2,6,3.009444444,1.003148148,365,365,0,1,10000,13000,30,Validation
1071,Good,100,3,3,1.003888889,Access Bank,33,32.5,Permanent,Savings,0,2,6,3.008333333,1.002777778,365,365,0,1,10000,13000,30,Test
1072,Good,100,3,3,1.002777778,Sterling Bank,27,27.2,Permanent,Savings,0,2,6,3.006666667,1.002222222,365,365,0,1,10000,13000,30,Training
1073,Good,100,3,3,2.055277778,GT Bank,28,28,Permanent,Savings,0,2,6,4.059166667,1.353055556,365,365,0,1,10000,13000,30,Test
1074,Good,66.66666667,2,3,1.445833333,Zenith Bank,31,31.2,Permanent,Savings,3,2,6,3.45,1.15,365,365,1,1,10000,11500,15,Training
1075,Good,100,3,3,1.018888889,GT Bank,37,36.5,Permanent,Savings,3,2,6,3.022777778,1.007592593,365,365,1,1,10000,11500,15,Training
1076,Good,66.66666667,2,3,1.003333333,Stanbic IBTC,25,25.2,Permanent,Savings,0,2,6,3.008055556,1.002685185,365,365,0,1,10000,13000,30,Training
1077,Good,100,3,3,1.018611111,EcoBank,38,38.1,Unknown,Savings,3,2,6,3.022222222,1.007407407,365,365,1,1,10000,13000,30,Validation
1078,Good,100,3,3,1.018888889,First Bank,28,28.3,Permanent,Savings,0,2,6,3.022777778,1.007592593,365,365,0,1,10000,11500,15,Validation
1079,Good,100,3,3,1.002777778,GT Bank,30,30.1,Unknown,Savings,3,2,6,3.006944444,1.002314815,365,334.5833333,1,1,20000,22250,15,Training
1080,Bad,0,0,3,1.002777778,EcoBank,37,36.6,Permanent,Savings,0,2,6,3.007222222,1.002407407,365,365,0,0,10000,13000,30,Training
1081,Good,66.66666667,2,3,1.002777778,GT Bank,27,27.2,Permanent,Savings,0,2,6,3.006388889,1.00212963,365,365,0,1,10000,11500,15,Validation
1082,Good,100,3,3,1.018888889,GT Bank,32,31.9,Permanent,Savings,0,2,6,3.022222222,1.007407407,365,365,0,1,10000,13000,30,Validation
1083,Bad,0,0,3,1.001944444,GT Bank,29,28.8,Permanent,Savings,0,2,6,3.005833333,1.001944444,365,365,0,0,10000,13000,30,Test
1084,Bad,33.33333333,1,3,1.019444444,GT Bank,30,30.1,Permanent,Savings,0,2,6,3.023333333,1.007777778,365,365,0,1,10000,13000,30,Training
1085,Bad,33.33333333,1,3,1.004166667,GT Bank,32,32.3,Permanent,Savings,0,2,6,3.008055556,1.002685185,365,365,0,1,10000,13000,30,Training
1086,Good,100,3,3,1.019166667,Sterling Bank,30,29.7,Permanent,Savings,0,2,6,3.022777778,1.007592593,365,365,0,1,10000,13000,30,Test
1087,Bad,33.33333333,1,3,1.021111111,GT Bank,32,32,Permanent,Savings,0,2,6,3.031666667,1.010555556,365,365,0,1,10000,13000,30,Validation
1088,Good,100,3,3,1.018888889,First Bank,28,28.1,Unknown,Savings,3,2,6,3.022222222,1.007407407,365,365,1,1,10000,11500,15,Test
1089,Good,66.66666667,2,3,1.018888889,First Bank,44,43.9,Unknown,Savings,0,2,6,3.021944444,1.007314815,365,365,0,1,10000,13000,30,Validation
1090,Good,66.66666667,2,3,1.005555556,GT Bank,29,28.8,Permanent,Savings,0,2,6,3.009722222,1.003240741,365,365,0,1,10000,13000,30,Training
1091,Good,66.66666667,2,3,1.003611111,GT Bank,35,35,Permanent,Savings,3,2,6,3.007222222,1.002407407,365,304.1666667,1,1,10000,13000,30,Validation
1092,Good,100,3,3,1.019166667,Diamond Bank,33,33,Self-Employed,Other,0,2,6,3.023055556,1.007685185,365,365,0,1,10000,11500,15,Training
