,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,
3895,Good,GT Bank,60.17 - 60.23,28 - 32,3,30,Low,High,No,Savings,Norm,60.23333333,10000,13000,365,28,Savings,Test
3896,Good,First Bank,60.17 - 60.23,Low - 28,3,15,Low,High,No,Savings,Norm,60.23333333,10000,11500,365,28,Savings,Validation
3938,Good,GT Bank,60.17 - 60.23,Low - 28,2,15,Low,Med,No,Other,Norm,60.18333333,10000,11500,365,28,Other,Validation
3947,Good,GT Bank,60.23 - 61.13,Low - 28,3,30,Low,High,No,Savings,Norm,60.28333333,10000,13000,365,28,Savings,Training
3955,Good,GT Bank,60.23 - 61.13,Low - 28,3,30,Low,High,Yes,Savings,Norm,61.13333333,10000,13000,365,28,Savings,Training
3974,Good,EcoBank,61.13 - High,28 - 32,3,15,Low,High,No,Savings,Norm,61.21666667,10000,11500,365,28,Savings,Training
3979,Good,GT Bank,60.17 - 60.23,28 - 32,9,30,High,High,No,Savings,Norm,60.21666667,10000,13000,365,28,Savings,Validation
3982,Good,FCMB,60.17 - 60.23,Low - 28,9,30,High,High,No,Savings,Norm,60.21666667,10000,13000,365,28,Savings,Training
3987,Bad,GT Bank,60.23 - 61.13,Low - 28,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,28,Savings,Training
3989,Good,GT Bank,60.17 - 60.23,Low - 28,6,30,Med,High,No,Other,Norm,60.18333333,5000,6500,365,28,Other,Validation
3995,Good,GT Bank,Low - 60.17,Low - 28,3,15,Low,High,No,Other,Norm,60.16666667,10000,11500,365,28,Other,Training
4002,Good,Diamond Bank,60.17 - 60.23,Low - 28,3,15,Low,High,No,Other,Norm,60.23333333,5000,5750,365,28,Other,Test
4012,Bad,Fidelity Bank,Low - 60.17,28 - 32,1,30,Low,Low,No,Savings,Norm,60.15,10000,13000,365,28,Savings,Test
4061,Good,GT Bank,Low - 60.17,Low - 28,2,30,Med,Low,No,Other,Norm,60.1,6000,7800,365,28,Other,Validation
4073,Good,Standard Chartered,Low - 60.17,28 - 32,3,30,Low,High,No,Other,Norm,60.13333333,10000,13000,365,28,Other,Validation
4116,Good,Zenith Bank,Low - 60.17,28 - 32,1,30,Low,Low,No,Other,Norm,60.1,10000,13000,365,28,Other,Validation
4136,Good,Diamond Bank,61.13 - High,28 - 32,3,15,Low,High,No,Savings,Norm,61.23333333,10000,11500,365,28,Savings,Training
4156,Good,GT Bank,61.13 - High,28 - 32,3,15,Low,High,No,Savings,Norm,523.2,10000,11500,365,28,Savings,Validation
4178,Good,First Bank,60.17 - 60.23,Low - 28,3,30,Low,High,No,Savings,Norm,60.21666667,10000,13000,365,28,Savings,Training
4189,Good,GT Bank,Low - 60.17,Low - 28,4,30,Med,Med,No,Savings,Norm,60.1,10000,13000,365,28,Savings,Test
4199,Good,First Bank,Low - 60.17,28 - 32,1,30,Low,Low,No,Savings,Norm,60.1,10000,13000,365,28,Savings,Training
4201,Good,Zenith Bank,Low - 60.17,28 - 32,1,15,Low,Low,No,Savings,Norm,60.11666667,6000,6900,365,28,Savings,Validation
4255,Good,Stanbic IBTC,Low - 60.17,Low - 28,3,15,Low,High,No,Other,Norm,60.1,5000,5750,365,28,Other,Training
4274,Good,GT Bank,Low - 60.17,28 - 32,1,15,Low,Low,No,Other,Norm,60.13333333,10000,11500,365,28,Other,Test
4278,Good,Stanbic IBTC,Low - 60.17,Low - 28,3,15,Low,High,No,Savings,Norm,60.13333333,5000,5750,365,28,Savings,Training
4310,Good,Fidelity Bank,Low - 60.17,28 - 32,3,15,Low,High,No,Savings,Norm,60.11666667,5000,5750,365,28,Savings,Training
4334,Good,GT Bank,Low - 60.17,28 - 32,4,30,Med,Med,No,Savings,Norm,60.1,10000,13000,365,28,Savings,Training
9,Good,Access Bank,Low - 60.17,28 - 32,3,15,Low,High,No,Other,Norm,60.13333333,10000,11500,365,29,Other,Training
31,Good,First Bank,60.23 - 61.13,28 - 32,9,30,High,High,Yes,Savings,Norm,61.13333333,10000,13000,365,29,Savings,Training
49,Good,First Bank,60.17 - 60.23,28 - 32,3,30,Low,High,No,Savings,Norm,60.2,10000,13000,365,29,Savings,Training
88,Bad,Zenith Bank,60.17 - 60.23,28 - 32,3,15,High,Low,No,Other,Norm,60.18333333,10000,11500,365,29,Other,Training
98,Good,Access Bank,61.13 - High,28 - 32,9,15,High,High,Yes,Savings,Norm,61.23333333,10000,11500,365,29,Savings,Validation
102,Good,GT Bank,Low - 60.17,28 - 32,6,30,Med,High,No,Other,Norm,60.15,10000,13000,365,29,Other,Validation
137,Good,First Bank,61.13 - High,28 - 32,3,30,Low,High,No,Savings,Norm,61.15,10000,13000,365,29,Savings,Test
163,Bad,Sterling Bank,Low - 60.17,28 - 32,3,15,Low,High,No,Savings,Norm,60.11666667,10000,11500,365,29,Savings,Training
169,Bad,UBA,60.17 - 60.23,28 - 32,9,30,High,High,No,Savings,Norm,60.18333333,10000,13000,365,29,Savings,Test
180,Bad,GT Bank,60.23 - 61.13,28 - 32,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,29,Savings,Validation
191,Good,Sterling Bank,Low - 60.17,28 - 32,6,30,Med,High,No,Savings,Norm,60.11666667,5000,6500,365,29,Savings,Training
196,Good,GT Bank,60.23 - 61.13,28 - 32,3,30,Low,High,No,Savings,Norm,61.13333333,10000,13000,365,29,Savings,Training
197,Good,GT Bank,60.23 - 61.13,28 - 32,3,15,Low,High,No,Savings,Norm,60.31666667,10000,11500,365,29,Savings,Test
276,Good,Diamond Bank,Low - 60.17,28 - 32,9,15,High,High,No,Savings,Norm,60.13333333,10000,11500,365,29,Savings,Training
281,Good,GT Bank,60.17 - 60.23,28 - 32,3,30,Low,High,Yes,Savings,Norm,60.18333333,10000,13000,365,29,Savings,Test
301,Good,UBA,Low - 60.17,28 - 32,6,15,Med,High,No,Other,Norm,60.15,10000,11500,365,29,Other,Training
313,Bad,GT Bank,60.17 - 60.23,28 - 32,9,15,High,High,No,Savings,Norm,60.18333333,10000,11500,365,29,Savings,Validation
319,Bad,Zenith Bank,60.23 - 61.13,28 - 32,3,30,Low,High,Yes,Savings,Norm,60.65,10000,13000,365,29,Savings,Validation
328,Bad,Fidelity Bank,Low - 60.17,28 - 32,3,30,Low,High,No,Savings,Norm,60.15,10000,13000,365,29,Savings,Validation
336,Bad,GT Bank,60.17 - 60.23,28 - 32,3,15,Low,High,No,Savings,Norm,60.23333333,10000,11500,365,29,Savings,Training
343,Good,Diamond Bank,61.13 - High,28 - 32,3,30,Low,High,No,Savings,Norm,61.18333333,10000,13000,365,29,Savings,Training
355,Good,GT Bank,60.23 - 61.13,28 - 32,3,30,Low,High,No,Savings,Norm,61.13333333,10000,13000,365,29,Savings,Validation
363,Bad,GT Bank,Low - 60.17,28 - 32,3,30,Low,High,No,Savings,Norm,60.11666667,10000,13000,365,29,Savings,Test
403,Good,GT Bank,60.17 - 60.23,28 - 32,2,30,Med,Low,No,Savings,Norm,60.18333333,10000,13000,365,29,Savings,Training
410,Good,GT Bank,Low - 60.17,28 - 32,6,30,Med,High,No,Savings,Norm,60.15,10000,13000,365,29,Savings,Validation
425,Bad,Diamond Bank,60.17 - 60.23,28 - 32,3,15,Low,High,No,Savings,Norm,60.21666667,10000,11500,365,29,Savings,Validation
445,Good,GT Bank,60.23 - 61.13,28 - 32,3,15,Low,High,No,Savings,Norm,60.33333333,10000,11500,365,29,Savings,Validation
446,Good,UBA,60.23 - 61.13,28 - 32,3,15,Low,High,No,Savings,Norm,60.68333333,10000,11500,365,29,Savings,Training
448,Good,First Bank,61.13 - High,28 - 32,3,30,Low,High,Yes,Savings,Norm,111.9333333,10000,13000,365,29,Savings,Training
450,Good,GT Bank,61.13 - High,28 - 32,3,15,Low,High,No,Savings,Norm,61.15,10000,11500,365,29,Savings,Validation
463,Good,GT Bank,Low - 60.17,28 - 32,3,15,Low,High,No,Other,Norm,60.16666667,10000,11500,365,29,Other,Validation
470,Good,Skye Bank,61.13 - High,28 - 32,3,30,Low,High,No,Savings,Norm,61.18333333,10000,13000,365,29,Savings,Test
508,Good,Keystone Bank,60.17 - 60.23,28 - 32,3,30,Low,High,No,Savings,Norm,60.23333333,10000,13000,365,29,Savings,Validation
521,Good,Diamond Bank,60.17 - 60.23,28 - 32,3,30,Low,High,No,Savings,Norm,60.2,10000,13000,365,29,Savings,Training
525,Good,EcoBank,60.17 - 60.23,28 - 32,9,30,High,High,Yes,Savings,Norm,60.23333333,10000,13000,365,29,Savings,Training
529,Good,UBA,60.23 - 61.13,28 - 32,3,30,Low,High,No,Other,Norm,61.13333333,10000,13000,365,29,Current,Test
542,Bad,GT Bank,61.13 - High,28 - 32,3,30,Low,High,No,Savings,Norm,61.18333333,10000,13000,365,29,Savings,Training
554,Good,Access Bank,60.17 - 60.23,28 - 32,3,30,Low,High,Yes,Savings,Norm,60.21666667,10000,13000,365,29,Savings,Training
576,Good,GT Bank,Low - 60.17,28 - 32,9,15,High,High,No,Savings,Norm,60.16666667,10000,11500,365,29,Savings,Training
578,Good,GT Bank,61.13 - High,28 - 32,3,15,Low,High,No,Savings,Norm,61.15,10000,11500,365,29,Savings,Training
603,Good,Skye Bank,Low - 60.17,28 - 32,3,30,Low,High,No,Savings,Norm,60.16666667,10000,13000,365,29,Savings,Validation
614,Good,First Bank,Low - 60.17,28 - 32,3,30,Low,High,No,Savings,Norm,60.15,10000,13000,365,29,Savings,Training
683,Bad,GT Bank,60.17 - 60.23,28 - 32,3,15,Low,High,No,Savings,Norm,60.21666667,10000,11500,365,29,Savings,Validation
690,Good,GT Bank,60.23 - 61.13,28 - 32,3,15,Low,High,No,Savings,Norm,60.25,10000,11500,365,29,Savings,Test
709,Good,Access Bank,60.23 - 61.13,28 - 32,3,30,Low,High,Yes,Savings,Norm,61.13333333,10000,13000,365,29,Savings,Validation
733,Good,First Bank,60.23 - 61.13,28 - 32,3,30,Low,High,Yes,Savings,Norm,61.11666667,10000,13000,365,29,Savings,Test
739,Bad,Diamond Bank,60.23 - 61.13,28 - 32,9,15,High,High,No,Savings,Norm,61.13333333,10000,11500,365,29,Savings,Training
752,Good,GT Bank,60.23 - 61.13,28 - 32,9,30,High,High,No,Savings,Norm,61.13333333,10000,13000,365,29,Savings,Training
754,Good,First Bank,60.23 - 61.13,28 - 32,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,29,Savings,Validation
777,Good,GT Bank,60.17 - 60.23,28 - 32,3,15,Low,High,No,Savings,Norm,60.18333333,10000,11500,365,29,Savings,Training
790,Good,Access Bank,61.13 - High,28 - 32,3,30,Low,High,No,Savings,Norm,61.15,10000,13000,365,29,Savings,Test
792,Good,UBA,60.23 - 61.13,28 - 32,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,29,Savings,Test
811,Good,GT Bank,60.23 - 61.13,28 - 32,9,30,High,High,No,Savings,Norm,61.13333333,10000,13000,365,29,Savings,Training
850,Good,First Bank,Low - 60.17,28 - 32,3,15,Low,High,No,Savings,Norm,60.16666667,10000,11500,365,29,Savings,Training
851,Good,EcoBank,Low - 60.17,28 - 32,3,15,Low,High,No,Savings,Norm,60.11666667,10000,11500,365,29,Savings,Training
874,Good,EcoBank,60.23 - 61.13,28 - 32,3,30,Low,High,No,Savings,Norm,61.11666667,10000,13000,365,29,Savings,Validation
900,Bad,GT Bank,60.23 - 61.13,28 - 32,3,15,Low,High,No,Savings,Norm,60.35,10000,11500,365,29,Savings,Test
912,Good,UBA,61.13 - High,28 - 32,9,15,High,High,No,Savings,Norm,61.15,10000,11500,365,29,Savings,Validation
921,Good,GT Bank,60.17 - 60.23,28 - 32,9,30,High,High,Yes,Savings,Norm,60.18333333,10000,13000,365,29,Savings,Training
946,Bad,Stanbic IBTC,61.13 - High,28 - 32,3,30,Low,High,Yes,Savings,Norm,61.15,10000,13000,365,29,Savings,Test
962,Good,Union Bank,60.17 - 60.23,28 - 32,3,30,Low,High,No,Savings,Norm,60.21666667,10000,13000,365,29,Savings,Training
964,Good,Unity Bank,Low - 60.17,28 - 32,3,30,Low,High,No,Savings,Norm,60.13333333,10000,13000,365,29,Savings,Training
995,Good,GT Bank,Low - 60.17,28 - 32,3,30,Low,High,No,Savings,Norm,60.13333333,10000,13000,365,29,Savings,Training
996,Good,First Bank,60.17 - 60.23,28 - 32,9,15,High,High,No,Savings,Norm,60.21666667,10000,11500,365,29,Savings,Test
1022,Good,Diamond Bank,Low - 60.17,28 - 32,2,15,Med,Low,No,Savings,Norm,60.15,10000,11500,365,29,Savings,Test
1039,Good,Access Bank,60.17 - 60.23,28 - 32,3,30,High,Low,No,Savings,Norm,60.18333333,10000,13000,365,29,Savings,Test
1054,Good,UBA,Low - 60.17,28 - 32,6,30,Med,High,No,Savings,Norm,60.16666667,10000,13000,365,29,Savings,Test
1061,Bad,First Bank,61.13 - High,28 - 32,3,15,Low,High,No,Savings,Norm,61.15,10000,11500,365,29,Savings,Test
1072,Good,GT Bank,Low - 60.17,28 - 32,3,15,Low,High,No,Savings,Norm,60.08333333,10000,11500,365,29,Savings,Test
1081,Good,Diamond Bank,60.17 - 60.23,28 - 32,9,15,High,High,No,Savings,Norm,60.2,10000,11500,365,29,Savings,Training
1082,Good,GT Bank,61.13 - High,28 - 32,9,30,High,High,No,Savings,Norm,124.0666667,10000,13000,365,29,Savings,Validation
1126,Good,GT Bank,60.23 - 61.13,28 - 32,3,15,Low,High,No,Other,Norm,61.13333333,10000,11500,365,29,Other,Test
1136,Good,First Bank,60.17 - 60.23,28 - 32,1,30,Low,Low,No,Other,Norm,60.18333333,10000,13000,365,29,Other,Training
1154,Bad,Skye Bank,60.23 - 61.13,28 - 32,1,15,Low,Low,No,Savings,Norm,61.1,10000,11500,365,29,Savings,Training
1156,Good,Stanbic IBTC,60.17 - 60.23,28 - 32,3,15,Low,High,No,Savings,Norm,60.2,10000,11500,365,29,Savings,Validation
1173,Good,Access Bank,Low - 60.17,28 - 32,9,15,High,High,No,Savings,Norm,60.08333333,10000,11500,365,29,Savings,Validation
1187,Good,UBA,Low - 60.17,28 - 32,3,30,Low,High,No,Other,Norm,60.15,10000,13000,365,29,Other,Test
1196,Good,Skye Bank,Low - 60.17,28 - 32,9,30,High,High,No,Savings,Norm,60.16666667,10000,13000,365,29,Savings,Training
1214,Good,Union Bank,60.17 - 60.23,28 - 32,3,15,Low,High,No,Savings,Norm,60.18333333,10000,11500,365,29,Savings,Test
1276,Good,First Bank,60.23 - 61.13,28 - 32,3,15,Low,High,No,Savings,Norm,60.26666667,10000,11500,365,29,Savings,Training
1288,Bad,Access Bank,Low - 60.17,28 - 32,3,15,Low,High,No,Savings,Norm,60.15,10000,11500,365,29,Savings,Training
1296,Good,FCMB,60.17 - 60.23,28 - 32,2,15,Med,Low,No,Other,Norm,60.21666667,10000,11500,365,29,Other,Training
1297,Good,GT Bank,60.23 - 61.13,28 - 32,3,30,Low,High,No,Savings,Norm,60.3,10000,13000,365,29,Savings,Validation
1303,Good,Diamond Bank,61.13 - High,28 - 32,3,15,Low,High,No,Savings,Norm,61.3,10000,11500,365,29,Savings,Training
1308,Good,GT Bank,61.13 - High,28 - 32,3,15,Low,High,No,Savings,Norm,61.2,10000,11500,365,29,Savings,Validation
1331,Good,GT Bank,60.23 - 61.13,28 - 32,3,30,Low,High,No,Savings,Norm,61.11666667,10000,13000,365,29,Savings,Test
1337,Good,GT Bank,Low - 60.17,28 - 32,1,30,Low,Low,No,Other,Norm,60.16666667,10000,13000,365,29,Other,Training
1340,Good,First Bank,Low - 60.17,28 - 32,3,15,Low,High,No,Savings,Norm,60.13333333,10000,11500,365,29,Savings,Training
1346,Good,EcoBank,60.23 - 61.13,28 - 32,3,30,Low,High,No,Savings,Norm,60.25,10000,13000,365,29,Savings,Test
1350,Good,EcoBank,60.17 - 60.23,28 - 32,3,15,Low,High,No,Savings,Norm,60.2,10000,11500,365,29,Savings,Validation
1356,Bad,Zenith Bank,60.17 - 60.23,28 - 32,3,15,Low,High,No,Savings,Norm,60.23333333,10000,11500,365,29,Savings,Test
1365,Good,First Bank,60.17 - 60.23,28 - 32,3,15,Low,High,Yes,Savings,Norm,60.2,10000,11500,365,29,Savings,Test
1442,Bad,Access Bank,60.23 - 61.13,28 - 32,9,15,High,High,No,Savings,Norm,61.13333333,10000,11500,365,29,Savings,Training
1469,Good,GT Bank,61.13 - High,28 - 32,9,15,High,High,No,Savings,Norm,115.45,10000,11500,365,29,Savings,Validation
1477,Good,Access Bank,60.17 - 60.23,28 - 32,3,30,Low,High,No,Other,Norm,60.18333333,10000,13000,365,29,Other,Training
1492,Bad,GT Bank,60.17 - 60.23,28 - 32,3,30,Low,High,No,Savings,Norm,60.18333333,10000,13000,365,29,Savings,Training
1506,Good,UBA,60.17 - 60.23,28 - 32,3,15,Low,High,No,Savings,Norm,60.23333333,10000,11500,365,29,Savings,Test
1519,Bad,UBA,60.23 - 61.13,28 - 32,3,30,Low,High,Yes,Savings,Norm,60.25,10000,13000,365,29,Savings,Test
1525,Good,Diamond Bank,60.17 - 60.23,28 - 32,9,15,High,High,Yes,Savings,Norm,60.18333333,10000,11500,365,29,Savings,Test
1528,Bad,Access Bank,Low - 60.17,28 - 32,3,30,Low,High,No,Savings,Norm,60.11666667,10000,13000,365,29,Savings,Test
1559,Good,GT Bank,60.23 - 61.13,28 - 32,3,15,Low,High,No,Savings,Norm,60.36666667,10000,11500,365,29,Savings,Validation
1561,Good,First Bank,Low - 60.17,28 - 32,6,30,Med,High,No,Other,Norm,60.16666667,10000,13000,365,29,Other,Test
1563,Good,GT Bank,60.17 - 60.23,28 - 32,3,15,Low,High,No,Other,Norm,60.23333333,10000,11500,365,29,Other,Test
1565,Good,Wema Bank,60.17 - 60.23,28 - 32,3,15,Low,High,No,Savings,Norm,60.2,10000,11500,365,29,Savings,Validation
1570,Good,EcoBank,61.13 - High,28 - 32,3,30,Low,High,No,Savings,Norm,61.15,10000,13000,365,29,Savings,Validation
1594,Good,Fidelity Bank,Low - 60.17,28 - 32,3,30,Low,High,No,Savings,Norm,60.13333333,10000,13000,365,29,Savings,Test
1614,Good,First Bank,Low - 60.17,28 - 32,3,30,Low,High,No,Other,Norm,60.15,10000,13000,365,29,Other,Validation
1628,Good,GT Bank,60.23 - 61.13,28 - 32,3,15,Low,High,Yes,Savings,Norm,61.13333333,10000,11500,365,29,Savings,Validation
1653,Bad,GT Bank,60.23 - 61.13,28 - 32,1,15,Low,Low,No,Other,Norm,61.13333333,10000,11500,365,29,Other,Test
1657,Good,GT Bank,Low - 60.17,28 - 32,1,30,Low,Low,No,Other,Norm,60.16666667,10000,13000,365,29,Other,Validation
1684,Good,Zenith Bank,60.17 - 60.23,28 - 32,9,15,High,High,No,Savings,Norm,60.2,10000,11500,365,29,Savings,Training
1688,Good,UBA,Low - 60.17,28 - 32,3,30,Low,High,Yes,Savings,Norm,60.16666667,10000,13000,365,29,Savings,Training
1700,Good,GT Bank,61.13 - High,28 - 32,3,15,Low,High,Yes,Savings,Norm,61.15,10000,11500,365,29,Savings,Training
1718,Good,UBA,Low - 60.17,28 - 32,3,30,Low,High,Yes,Savings,Norm,60.16666667,10000,13000,365,29,Savings,Validation
1741,Good,Sterling Bank,60.23 - 61.13,28 - 32,3,30,Low,High,No,Savings,Norm,60.26666667,10000,13000,365,29,Savings,Validation
1748,Good,Stanbic IBTC,60.17 - 60.23,28 - 32,3,30,Low,High,No,Savings,Norm,60.2,10000,13000,365,29,Savings,Validation
1782,Good,GT Bank,60.17 - 60.23,28 - 32,3,30,Low,High,No,Savings,Norm,60.2,10000,13000,365,29,Savings,Validation
1807,Bad,GT Bank,60.17 - 60.23,28 - 32,3,30,Low,High,Yes,Savings,Norm,60.21666667,10000,13000,365,29,Savings,Training
1809,Good,Diamond Bank,60.23 - 61.13,28 - 32,3,30,Low,High,No,Savings,Norm,61.13333333,10000,13000,365,29,Savings,Training
1818,Bad,Access Bank,60.23 - 61.13,28 - 32,9,15,High,High,No,Savings,Norm,60.25,10000,11500,365,29,Savings,Training
1824,Good,GT Bank,60.17 - 60.23,28 - 32,9,15,High,High,Yes,Savings,Norm,60.18333333,10000,11500,365,29,Savings,Validation
1835,Good,GT Bank,60.23 - 61.13,28 - 32,3,30,Low,High,No,Savings,Norm,60.25,10000,13000,365,29,Savings,Validation
1856,Good,GT Bank,60.23 - 61.13,28 - 32,1,30,Low,Low,No,Other,Norm,60.28333333,10000,13000,365,29,Other,Validation
1859,Bad,Sterling Bank,60.23 - 61.13,28 - 32,3,15,Low,High,Yes,Savings,Norm,61.13333333,10000,11500,365,29,Savings,Training
1876,Good,FCMB,60.17 - 60.23,28 - 32,9,15,High,High,No,Savings,Norm,60.21666667,10000,11500,365,29,Savings,Training
1888,Good,Stanbic IBTC,60.17 - 60.23,28 - 32,9,30,High,High,No,Savings,Norm,60.2,10000,13000,365,29,Savings,Test
1902,Good,Access Bank,Low - 60.17,28 - 32,3,15,Low,High,No,Savings,Norm,60.13333333,10000,11500,365,29,Savings,Validation
1955,Good,UBA,60.23 - 61.13,28 - 32,3,30,Low,High,No,Savings,Norm,61.11666667,10000,13000,365,29,Savings,Test
1960,Good,EcoBank,Low - 60.17,28 - 32,3,15,Low,High,No,Savings,Norm,60.13333333,10000,11500,365,29,Savings,Training
1965,Good,UBA,60.17 - 60.23,28 - 32,3,30,Low,High,Yes,Savings,Norm,60.23333333,10000,13000,365,29,Savings,Test
1967,Bad,GT Bank,Low - 60.17,28 - 32,9,15,High,High,Yes,Savings,Norm,60.13333333,10000,11500,365,29,Savings,Validation
1999,Good,Sterling Bank,Low - 60.17,28 - 32,3,30,Low,High,No,Savings,Norm,60.11666667,10000,13000,365,29,Savings,Validation
2017,Good,UBA,60.23 - 61.13,28 - 32,3,30,Low,High,No,Savings,Norm,60.4,10000,13000,365,29,Savings,Test
2051,Good,GT Bank,Low - 60.17,28 - 32,3,15,Low,High,No,Savings,Norm,60.11666667,10000,11500,365,29,Savings,Test
2085,Good,First Bank,60.23 - 61.13,28 - 32,3,30,Low,High,No,Savings,Norm,60.36666667,10000,13000,365,29,Savings,Test
2096,Bad,Skye Bank,Low - 60.17,28 - 32,3,30,Low,High,No,Savings,Norm,60.13333333,10000,13000,365,29,Savings,Training
2098,Good,GT Bank,Low - 60.17,28 - 32,3,30,Low,High,Yes,Savings,Norm,60.13333333,10000,13000,365,29,Savings,Validation
2115,Good,First Bank,Low - 60.17,28 - 32,9,30,High,High,No,Savings,Norm,60.16666667,10000,13000,365,29,Savings,Training
2129,Good,UBA,60.23 - 61.13,28 - 32,3,30,Low,High,Yes,Savings,Norm,60.26666667,10000,13000,365,29,Savings,Test
2132,Good,Access Bank,60.23 - 61.13,28 - 32,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,29,Savings,Test
2141,Good,GT Bank,Low - 60.17,28 - 32,3,15,Low,High,No,Savings,Norm,60.13333333,10000,11500,365,29,Savings,Training
2147,Good,Zenith Bank,Low - 60.17,28 - 32,6,30,Med,High,No,Savings,Norm,60.11666667,10000,13000,365,29,Savings,Training
2158,Good,First Bank,61.13 - High,28 - 32,3,15,Low,High,No,Savings,Norm,61.15,10000,11500,365,29,Savings,Validation
2168,Good,Stanbic IBTC,60.17 - 60.23,28 - 32,3,30,Low,High,No,Savings,Norm,60.2,10000,13000,365,29,Savings,Validation
2183,Good,UBA,60.23 - 61.13,28 - 32,3,15,Low,High,No,Savings,Norm,60.26666667,10000,11500,365,29,Savings,Training
2232,Good,Zenith Bank,60.17 - 60.23,28 - 32,3,15,Low,High,No,Savings,Norm,60.21666667,10000,11500,365,29,Savings,Test
2242,Good,Zenith Bank,60.23 - 61.13,28 - 32,3,15,Low,High,Yes,Savings,Norm,61.13333333,10000,11500,365,29,Savings,Validation
2244,Good,GT Bank,61.13 - High,28 - 32,3,30,Low,High,No,Savings,Norm,61.6,10000,13000,365,29,Savings,Test
2255,Good,GT Bank,60.17 - 60.23,28 - 32,3,15,Low,High,No,Savings,Norm,60.18333333,10000,11500,365,29,Savings,Validation
2317,Bad,GT Bank,61.13 - High,28 - 32,3,30,Low,High,No,Savings,Norm,61.16666667,10000,13000,365,29,Savings,Training
2336,Good,Access Bank,61.13 - High,28 - 32,9,15,High,High,Yes,Savings,Norm,72.98333333,10000,11500,365,29,Savings,Validation
2341,Good,UBA,60.17 - 60.23,28 - 32,3,30,Low,High,No,Other,Norm,60.18333333,10000,13000,365,29,Other,Training
2349,Good,FCMB,Low - 60.17,28 - 32,3,15,Low,High,No,Savings,Norm,60.13333333,10000,11500,365,29,Savings,Training
2362,Bad,GT Bank,60.23 - 61.13,28 - 32,3,30,Low,High,Yes,Savings,Norm,61.11666667,10000,13000,365,29,Savings,Training
2366,Good,GT Bank,60.17 - 60.23,28 - 32,3,30,Low,High,No,Other,Norm,60.18333333,10000,13000,365,29,Other,Training
2369,Bad,Access Bank,Low - 60.17,28 - 32,3,30,Low,High,No,Savings,Norm,60.13333333,10000,13000,365,29,Savings,Test
2371,Good,GT Bank,60.17 - 60.23,28 - 32,9,15,High,High,No,Savings,Norm,60.23333333,10000,11500,365,29,Savings,Test
2374,Bad,First Bank,Low - 60.17,28 - 32,3,15,Low,High,No,Savings,Norm,60.13333333,10000,11500,365,29,Savings,Training
2378,Good,First Bank,60.17 - 60.23,28 - 32,3,30,Low,High,No,Savings,Norm,60.18333333,10000,13000,365,29,Savings,Training
2381,Good,GT Bank,60.23 - 61.13,28 - 32,3,30,Low,High,No,Savings,Norm,61.13333333,10000,13000,365,29,Savings,Training
