Source,good_bad_flag of perf-trainperf,termdays,referral,bank_account_type_recode,bank_name_clients,employment_status_clients_Risk,DemoCreditRating,AgeAtTimeofLoan Groups 2_25thPctile,DurApproval Groups,loanamount Groups,___Class___,___Validation___,No Weighting,Weighting,Undersampling,Oversampling,Tomek,SMOTE plus Tomek,Naive No Weighting,Naive Weighting,Naive Under Sampling,Naive Over Sampling,Naive SMOTE,Naive Tomek,Naive SMOTE plus Tomek,Neural No Weighting,Neural Weighting,Neural Under Sampling,Neural Over Sampling,Neural SMOTE,Neural Tomek,Neural SMOTE plus Tomek,BootstrapForest No Weighting,BootstrapForest Weighting,BootstrapForest Under Sampling,BootstrapForest Over Sampling,BootstrapForest SMOTE,BootstrapForest Tomek,BootstrapForest SMOTE plus Tomek,BoostedTree No Weighting,BoostedTree Weighting,BoostedTree Under Sampling,BoostedTree Over Sampling,BoostedTree SMOTE,BoostedTree Tomek,BoostedTree SMOTE plus Tomek,SVM No Weighting,SVM Weighting,SVM Under Sampling,SVM Over Sampling,SVM SMOTE,SVM Tomek,SVM SMOTE plus Tomek,GenReg No Weighting,GenReg Weighting,GenReg Under Sampling,GenReg Over Sampling,GenReg SMOTE,GenReg Tomek,GenReg SMOTE plus Tomek,Prob(good_bad_flag of perf-trainperf==Bad),Prob(good_bad_flag of perf-trainperf==Good),Most Likely good_bad_flag of perf-trainperf
Training Set for Newloandemo_4344,Good,30,No,Savings,Fidelity Bank,High,9,28 - 32,60.17 - 60.23,Norm,0,Training,1,1,0,1,1,0,0.57581196,0.82935201,0.81676246,0.84027328,0.80760093,0.59989479,0.80893593,0.305918708,0.785554416,0.707655702,0.78355965,0.807328786,0.413624927,0.563133141,,,0.582393867,,,0.201259028,,0.250498237,0.509211261,0.559828459,0.535159042,0.60159783,0.254158147,0.632775428,0.11454209,0.66254938,0.62473791,0.59850575,0.58585368,0.14849074,0.61028583,0.219445552,0.512428402,0.650890842,0.52024911,0.402247024,0.233225823,0.301563036,0.667920514,0.332079486,Bad
Training Set for Newloandemo_4344,Bad,15,No,Other,UBA,High,9,Low - 28,60.17 - 60.23,Norm,1,Validation,1,3.586726998,1,3,1,1,0.37653176,0.68329038,0.48719471,0.68924133,0.69219543,0.4114377,0.69806608,0.224477598,0.498392133,0.426043247,0.558420957,0.745832191,0.287924908,0.575197075,,,0.292800461,,,0.295165986,,0.212185528,0.470687829,0.175682999,0.548189808,0.922377566,0.174409761,0.938721662,0.25610567,0.38529527,0.31003883,0.39576897,0.67309297,0.43937793,0.63969066,0.218440981,0.485510424,0.343504366,0.544758692,0.609112737,0.211746564,0.651536978,0.834199184,0.165800816,Bad
Training Set for Newloandemo_4344,Bad,15,No,Savings,Diamond Bank,Low,3,Low - 28,60.23 - 61.13,Norm,1,Training,1,3.586726998,1,1,1,1,0.17465606,0.43181993,0.37134293,0.41931831,0.56107226,0.18208906,0.57227449,0.151103712,0.571983406,0.395596981,0.425770905,0.628707306,0.199595433,0.667370852,,,0.614808823,,,0.35015491,,0.218329272,0.524081281,0.581347358,0.558572292,0.629104061,0.259364424,0.643234992,0.53525219,0.57322751,0.55760033,0.56812256,0.73727478,0.65688452,0.74437703,0.230223362,0.531110227,0.508422959,0.503881756,0.63425037,0.248199494,0.633093835,0.75584493,0.24415507,Bad
Training Set for Newloandemo_4344,Good,15,No,Savings,Diamond Bank,Low,3,32 - 36,61.13 - High,Norm,0,Training,1,1,1,1,1,1,0.09044834,0.26280523,0.26622154,0.27486117,0.35615117,0.09217625,0.35124754,0.135203495,0.195948431,0.278232281,0.384853201,0.207955849,0.096569065,0.316760506,,,0.277001322,,,0.203148601,,0.196365836,0.293769549,0.430005339,0.46194456,0.421420582,0.208849487,0.538043538,0.16429318,0.23007103,0.22014819,0.26328285,0.26382802,0.15945273,0.26078313,0.205410102,0.48667286,0.494707157,0.482496214,0.487918133,0.212647716,0.495101969,0.307834217,0.692165783,Good
Training Set for Newloandemo_4344,Bad,15,No,Savings,Fidelity Bank,Low,3,Low - 28,60.23 - 61.13,Norm,1,Training,1,3.586726998,1,3,1,1,0.32830192,0.63694325,0.72731535,0.59529203,0.66474777,0.34678105,0.67835496,0.230202838,0.711764033,0.69777172,0.746245635,0.760982531,0.368324116,0.641455178,,,0.773934389,,,0.386451242,,0.218329272,0.524081281,0.751416884,0.51021482,0.629104061,0.259364424,0.643234992,0.85984241,0.78090138,0.76095182,0.70823019,0.82270796,0.83794852,0.84292438,0.291425946,0.553668391,0.508422959,0.52072153,0.73650716,0.348974764,0.742084353,0.634921052,0.365078948,Bad
Training Set for Newloandemo_4344,Good,30,No,Other,Access Bank,Med,6,32 - 36,Low - 60.17,Norm,0,Training,1,1,0,1,1,1,0.10303279,0.29066091,0.32556428,0.27374252,0.33597233,0.11329064,0.32110909,0.220397827,0.266655123,0.436803843,0.198451957,0.337520292,0.113055188,0.455065891,,,0.390813541,,,0.162674289,,0.169792728,0.416808564,0.418032739,0.236686388,0.256844932,0.177771834,0.357189049,0.16510047,0.26699592,0.31036566,0.26474783,0.16116437,0.16589625,0.13487426,0.186643128,0.45077154,0.454546474,0.442153788,0.459349824,0.192374714,0.365351424,0.107718911,0.89228109,Good
Training Set for Newloandemo_4344,Good,30,No,Other,EcoBank,Med,6,Low - 28,Low - 60.17,Norm,0,Training,1,1,0,1,1,1,0.18198379,0.44242329,0.37341521,0.45240903,0.47167978,0.21194128,0.46587266,0.220267778,0.407647101,0.484329881,0.416341801,0.452460394,0.242801302,0.630580393,,,0.250744775,,,0.108054824,,0.098860386,0.154225522,0.435513347,0.398494289,0.43651444,0.160337523,0.595278378,0.05147561,0.24226721,0.3019473,0.22576035,0.37722325,0.09082662,0.43247119,0.157205371,0.380397487,0.301062815,0.387151983,0.41639617,0.159715926,0.433388385,0.551119564,0.448880436,Bad
Training Set for Newloandemo_4344,Bad,30,No,Savings,First Bank,Low,3,36 - High,60.17 - 60.23,Norm,1,Training,1,3.586726998,1,7,1,1,0.26286687,0.56183515,0.59706619,0.5872679,0.64711617,0.27137439,0.65457123,0.318152219,0.54978429,0.602983482,0.580550125,0.734776664,0.301693457,0.729983784,,,0.742136279,,,0.568677941,,0.356702152,0.634347865,0.594911316,0.631402399,0.754783025,0.303851549,0.658763267,0.18301603,0.78099543,0.76328506,0.79901757,0.73716492,0.19644276,0.74436755,0.228040815,0.515938845,0.532525987,0.520941874,0.714121826,0.259167344,0.727398375,0.846264593,0.153735407,Bad
Training Set for Newloandemo_4344,Bad,30,No,Savings,Stanbic IBTC,Low,3,36 - High,60.17 - 60.23,Norm,1,Training,1,3.586726998,1,6,1,1,0.14475423,0.37789472,0.39895555,0.41289862,0.42740104,0.16046924,0.42535871,0.195337319,0.364141335,0.427178866,0.408367117,0.489587504,0.192247377,0.632381292,,,0.621825327,,,0.472684887,,0.328031249,0.574095914,0.594911316,0.636882775,0.699910904,0.303851549,0.633756011,0.16427771,0.54265556,0.58122416,0.59935968,0.46475369,0.26463498,0.44260676,0.194603054,0.455670251,0.473200848,0.485405867,0.545139887,0.214442561,0.559092189,0.695563038,0.304436962,Bad
Training Set for Newloandemo_4344,Good,15,No,Savings,Diamond Bank,High,9,36 - High,60.23 - 61.13,Norm,0,Training,1,1,0,1,1,1,0.31045727,0.61714375,0.46676538,0.62553656,0.67135095,0.32569554,0.66581967,0.28086858,0.397871247,0.38643797,0.540665137,0.507510511,0.209469919,0.515268206,,,0.185397547,,,0.051211158,,0.171977465,0.256005475,0.277949555,0.265766542,0.348651288,0.178627439,0.367949833,0.16096212,0.24468531,0.34064923,0.25624431,0.32386328,0.16452102,0.26545195,0.181941014,0.411493703,0.291729273,0.432004691,0.290503755,0.177452317,0.25130137,0.13248796,0.86751204,Good
Training Set for Newloandemo_4344,Bad,15,No,Savings,Diamond Bank,Low,3,28 - 32,60.17 - 60.23,Norm,1,Validation,1,3.586726998,1,2,1,1,0.13865882,0.36629339,0.3111328,0.37096245,0.46937446,0.14178201,0.47416934,0.142900485,0.398908005,0.329291852,0.260951007,0.428902422,0.160706888,0.485196145,,,0.293144185,,,0.025122865,,0.202970012,0.298285569,0.344183905,0.464625991,0.539743325,0.212516206,0.525275455,0.12363343,0.29204948,0.32374587,0.28206612,0.37748986,0.14010313,0.34866321,0.154480992,0.349070272,0.508422959,0.340561298,0.375192106,0.152045857,0.379700668,0.355490606,0.644509394,Good
Training Set for Newloandemo_4344,Good,15,No,Savings,GT Bank,Low,3,28 - 32,60.17 - 60.23,Norm,0,Training,1,1,0,1,1,1,0.17951595,0.44019926,0.45250146,0.45387938,0.54237074,0.18406868,0.54502971,0.164364211,0.41900396,0.469932785,0.456804946,0.547611079,0.209214367,0.413688476,,,0.43842705,,,0.186923964,,0.202970012,0.464013832,0.513129899,0.464625991,0.539743325,0.212516206,0.541065323,0.16404845,0.31219826,0.40127746,0.38213468,0.39317304,0.1636295,0.35083125,0.203905187,0.479515797,0.504499219,0.488602884,0.539377895,0.205566328,0.522166707,0.525877393,0.474122607,Bad
Training Set for Newloandemo_4344,Good,15,No,Savings,GT Bank,Low,3,36 - High,60.17 - 60.23,Norm,0,Training,1,1,0,1,1,1,0.18495753,0.44920958,0.49828965,0.47755736,0.56003164,0.18893523,0.56222101,0.176912848,0.406620326,0.52214715,0.408908627,0.55887933,0.214365062,0.688229189,,,0.643426067,,,0.264062988,,0.249773246,0.508986077,0.5858682,0.483370511,0.60006835,0.242414191,0.609084963,0.16399678,0.61653236,0.61165239,0.69732334,0.55756675,0.16340096,0.5264736,0.203905187,0.479515797,0.504499219,0.49117162,0.587169042,0.205566328,0.59136589,0.509989882,0.490010118,Bad
Training Set for Newloandemo_4344,Good,15,No,Savings,GT Bank,Low,3,32 - 36,61.13 - High,Norm,0,Validation,1,1,0,1,0,1,0.11906346,0.32659174,0.3990036,0.34818762,0.42566442,0.1217671,0.41835326,0.141251374,0.383568672,0.407714296,0.314406176,0.322534817,0.123794783,0.489710356,,,0.413613496,,,0.297909315,,0.196365836,0.458628613,0.430005339,0.46194456,0.487551496,0.208849487,0.542035905,0.16399989,0.20576397,0.24277012,0.22606382,0.13923753,0.16380369,0.12770807,0.193509141,0.458343977,0.490783587,0.470029846,0.338379248,0.191085067,0.29338612,0.440421821,0.559578179,Good
Training Set for Newloandemo_4344,Good,30,No,Savings,GT Bank,Low,3,28 - 32,61.13 - High,Norm,0,Training,1,1,0,1,1,1,0.16141093,0.40877759,0.47497737,0.43748215,0.51961137,0.16449271,0.51394782,0.177870214,0.40414242,0.460180184,0.553102736,0.383089471,0.162911994,0.485480653,,,0.485080002,,,0.129465689,,0.219472731,0.490479841,0.48666739,0.517412958,0.404685594,0.20114849,0.454270418,0.16431156,0.23870318,0.29610416,0.22604326,0.55808708,0.16606219,0.54694717,0.205750116,0.480253829,0.504499219,0.494816472,0.492905498,0.207527415,0.475679193,0.38462563,0.61537437,Good
Training Set for Newloandemo_4344,Good,15,No,Savings,Diamond Bank,Low,3,28 - 32,Low - 60.17,Norm,0,Validation,1,1,0,1,1,1,0.11042904,0.30829695,0.27351106,0.29477424,0.38994009,0.1136682,0.38699248,0.136422288,0.436597088,0.314573084,0.279527026,0.409328975,0.138840481,0.505069646,,,0.394396311,,,0.027575088,,0.198432624,0.303074942,0.513112949,0.466037565,0.538841692,0.218297172,0.513365967,0.08585096,0.21766016,0.34827631,0.21976685,0.35102287,0.09376709,0.30003649,0.151572102,0.342484669,0.508422959,0.330685702,0.309805831,0.147174748,0.298752166,0.151646702,0.848353298,Good
Training Set for Newloandemo_4344,Bad,15,No,Savings,GT Bank,High,9,28 - 32,60.23 - 61.13,Norm,1,Training,1,3.586726998,1,3,1,1,0.37106402,0.67890668,0.57135892,0.68157511,0.71817918,0.3897769,0.71172739,0.312782871,0.618349464,0.480242387,0.569734757,0.655048288,0.277145272,0.632900133,,,0.722302255,,,0.487236175,,0.498489717,0.643230532,0.660030966,0.667762161,0.765538639,0.437795278,0.728244389,0.83641972,0.78280684,0.7833705,0.7991226,0.75863599,0.7973513,0.79503438,0.256947479,0.545780867,0.523707321,0.55475906,0.673089913,0.271951986,0.688047527,0.803066326,0.196933674,Bad
Training Set for Newloandemo_4344,Good,30,No,Savings,First Bank,Low,3,36 - High,60.17 - 60.23,Norm,0,Validation,1,1,0,1,1,1,0.26286687,0.56183515,0.59706619,0.5872679,0.64711617,0.27137439,0.65457123,0.318152219,0.54978429,0.602983482,0.580550125,0.734776664,0.301693457,0.729983784,,,0.742136279,,,0.568677941,,0.356702152,0.634347865,0.594911316,0.631402399,0.754783025,0.303851549,0.658763267,0.18301603,0.78099543,0.76328506,0.79901757,0.73716492,0.19644276,0.74436755,0.228040815,0.515938845,0.532525987,0.520941874,0.714121826,0.259167344,0.727398375,0.846264593,0.153735407,Bad
Training Set for Newloandemo_4344,Good,15,Yes,Savings,UBA,High,9,36 - High,Low - 60.17,Norm,0,Training,1,1,0,1,1,1,0.38089573,0.68721291,0.60926462,0.68638609,0.68497478,0.41439207,0.68320438,0.272914644,0.570664515,0.544112768,0.574002802,0.686712711,0.175390754,0.709390298,,,0.342126485,,,0.117571063,,0.022234647,0.175919767,0.48033998,0.181577736,0.134587584,0.026704962,0.036506355,0.12650389,0.37408921,0.50608935,0.25680607,0.25435995,0.11457766,0.21612509,0.215625338,0.505152594,0.422611247,0.502389428,0.55374335,0.223755036,0.521850937,0.392632935,0.607367065,Good
Training Set for Newloandemo_4344,Good,15,Yes,Savings,First Bank,High,9,28 - 32,60.23 - 61.13,Norm,0,Training,1,1,0,1,1,1,0.43747642,0.73535617,0.67065562,0.71937295,0.7419604,0.46493263,0.74224133,0.362629343,0.527086702,0.554819104,0.551032136,0.750460279,0.240120959,0.461880799,,,0.586390855,,,0.146192783,,0.087050452,0.498044644,0.377331159,0.473877705,0.227180621,0.069907882,0.196383708,0.13157329,0.52996603,0.63322705,0.46284014,0.30938582,0.16463328,0.32528143,0.300697701,0.576889857,0.598927319,0.589810752,0.548767164,0.336110928,0.569774746,0.515645002,0.484354998,Bad
Training Set for Newloandemo_4344,Good,15,No,Savings,First Bank,High,9,36 - High,60.23 - 61.13,Norm,0,Training,1,1,0,1,1,1,0.44268216,0.73998828,0.6616517,0.73868209,0.75894049,0.46706617,0.7559634,0.365615396,0.56275872,0.571014585,0.566277756,0.625937394,0.329721619,0.528427032,,,0.628014773,,,0.344382964,,0.294734268,0.561063143,0.502675526,0.612974738,0.621593178,0.33411851,0.602065352,0.16677988,0.66796055,0.72571884,0.70760973,0.77952243,0.4373186,0.75593104,0.300697701,0.576889857,0.598927319,0.596372872,0.712519306,0.336110928,0.731865116,0.640160337,0.359839663,Bad
Training Set for Newloandemo_4344,Good,30,No,Savings,Stanbic IBTC,Low,3,36 - High,61.13 - High,Norm,0,Validation,1,1,1,1,1,1,0.10952259,0.30598186,0.37285621,0.33671796,0.35230284,0.12175345,0.34134304,0.185978329,0.257402073,0.378277624,0.475961774,0.44259643,0.140229485,0.642692881,,,0.484284033,,,0.260454877,,0.219472731,0.490479841,0.561745265,0.517412958,0.570380799,0.238296177,0.560944581,0.08032709,0.24419407,0.46564704,0.23855051,0.48268182,0.09149051,0.4419702,0.191109426,0.44845909,0.473200848,0.474351383,0.480745402,0.208062941,0.541370754,0.445321891,0.554678109,Good
Training Set for Newloandemo_4344,Bad,30,No,Savings,First Bank,Low,3,36 - High,60.23 - 61.13,Norm,1,Training,1,3.586726998,1,2,1,1,0.24177379,0.5341685,0.57196954,0.52033804,0.61748014,0.2500383,0.62307786,0.311812131,0.468276748,0.568856378,0.496377563,0.596785947,0.269797301,0.549890198,,,0.38808084,,,0.226509519,,0.223066484,0.50290442,0.500117204,0.511553067,0.574479419,0.231213276,0.567446762,0.16651503,0.38617018,0.49743566,0.29174955,0.63674851,0.164042,0.63703694,0.218200225,0.508665192,0.508422959,0.509879976,0.578624096,0.230416963,0.566398886,0.580618861,0.419381139,Bad
Training Set for Newloandemo_4344,Good,15,No,Savings,GT Bank,Low,3,28 - 32,60.23 - 61.13,Norm,0,Validation,1,1,0,1,1,1,0.16362651,0.41287828,0.42704126,0.38786543,0.51059087,0.16801396,0.51100999,0.157252446,0.415154956,0.434896696,0.389498636,0.490098734,0.182664481,0.491909821,,,0.494703522,,,0.22366919,,0.203884208,0.469683096,0.513112949,0.466037565,0.550020013,0.218297172,0.543491448,0.16581279,0.24230478,0.35170596,0.22609406,0.5091094,0.16545968,0.50016732,0.20028609,0.472254668,0.504499219,0.477543157,0.55194808,0.199383751,0.562541879,0.547674764,0.452325236,Bad
Training Set for Newloandemo_4344,Good,15,No,Savings,UBA,Low,3,28 - 32,60.23 - 61.13,Norm,0,Training,1,1,1,1,1,1,0.18340376,0.44657141,0.3854773,0.38848581,0.50723348,0.1961639,0.51566259,0.170841197,0.406264843,0.396506468,0.414987437,0.499720078,0.207401496,0.467709202,,,0.435246505,,,0.239176858,,0.203884208,0.482079303,0.502417137,0.466037565,0.550020013,0.218297172,0.543491448,0.16611759,0.27627778,0.32304833,0.21825873,0.39472666,0.16380152,0.45617958,0.212494024,0.500648644,0.422611247,0.492593557,0.578316088,0.21897395,0.597239959,0.348723001,0.651276999,Good
Training Set for Newloandemo_4344,Good,30,Yes,Savings,GT Bank,Low,3,32 - 36,Low - 60.17,Norm,0,Training,1,1,1,1,1,1,0.14989596,0.38728424,0.4858207,0.4041284,0.4744638,0.15455502,0.4746855,0.158958321,0.392016455,0.516067257,0.287591947,0.397898534,0.154290329,0.637684356,,,0.387033797,,,0.113700113,,0.201725546,0.295505157,0.448956546,0.381881148,0.071051946,0.166096792,0.540016351,0.1653871,0.352509,0.44106519,0.38348722,0.58569704,0.15097469,0.5860769,0.205750116,0.480253829,0.504499219,0.497386103,0.64429336,0.206701765,0.629435722,0.24119687,0.75880313,Good
Training Set for Newloandemo_4344,Good,15,Yes,Savings,UBA,High,9,36 - High,61.13 - High,Norm,0,Validation,1,1,1,1,1,1,0.36699467,0.67405536,0.62623783,0.69030306,0.68679295,0.39800464,0.68321639,0.298172384,0.50111559,0.510863651,0.562914634,0.549702036,0.244410638,0.548546833,,,0.373550487,,,0.154287863,,0.041959759,0.309599792,0.581478327,0.306367922,0.600821997,0.047563398,0.391445629,0.02115792,0.31981278,0.49534108,0.17283645,0.24243393,0.02086319,0.16836904,0.215625338,0.505152594,0.422611247,0.502389428,0.553766374,0.223755036,0.539238049,0.352353531,0.647646469,Good
Training Set for Newloandemo_4344,Good,15,No,Savings,GT Bank,Low,3,28 - 32,61.13 - High,Norm,0,Training,1,1,0,1,1,1,0.13718076,0.36335498,0.42537833,0.37496672,0.46342076,0.14061279,0.45613963,0.157656012,0.394381892,0.419156405,0.371536227,0.379464886,0.143996073,0.422479952,,,0.36470691,,,0.11240272,,0.195136062,0.469683096,0.397816535,0.46194456,0.201427847,0.212773218,0.259112089,0.16595409,0.24192651,0.23759355,0.22579352,0.13933102,0.16424718,0.12315938,0.20028609,0.472254668,0.504499219,0.477543157,0.425965167,0.199383751,0.384013199,0.136020814,0.863979186,Good
Training Set for Newloandemo_4344,Good,30,Yes,Savings,GT Bank,Low,3,32 - 36,60.17 - 60.23,Norm,0,Validation,1,1,0,1,1,1,0.18610423,0.45046294,0.53128909,0.48898317,0.55543976,0.19060672,0.56345907,0.212002279,0.532143485,0.534038735,0.48473828,0.521572117,0.192104246,0.655908254,,,0.525705273,,,0.152872884,,0.176602705,0.493148257,0.75538353,0.531335583,0.477579634,0.302737692,0.619305419,0.1291576,0.32332969,0.54166946,0.56595936,0.6719154,0.15154868,0.68958355,0.209442089,0.487524331,0.504499219,0.508458142,0.612756432,0.213050876,0.612273857,0.485608026,0.514391974,Good
Training Set for Newloandemo_4344,Bad,30,No,Savings,Zenith Bank,High,9,36 - High,61.13 - High,Norm,1,Training,1,3.586726998,1,6,1,1,0.37112951,0.6786618,0.66727535,0.72538906,0.71679361,0.39134438,0.70233525,0.234447039,0.560457142,0.519946013,0.57726353,0.542225634,0.23872325,0.746451522,,,0.506071557,,,0.324198592,,0.34416017,0.538555216,0.582872319,0.689420016,0.654483119,0.347231961,0.64004811,0.16554892,0.6448891,0.67032569,0.75077543,0.73719896,0.42141799,0.74447323,0.215625338,0.505152594,0.508422959,0.509186287,0.556439102,0.226448487,0.56476603,0.666299389,0.333700612,Bad
Training Set for Newloandemo_4344,Good,15,No,Savings,GT Bank,Low,3,Low - 28,60.23 - 61.13,Norm,0,Validation,1,1,0,1,0,1,0.22336946,0.50834131,0.51944017,0.50437721,0.63136124,0.23313173,0.63995297,0.184872793,0.513159977,0.54351681,0.45875677,0.709676712,0.256476219,0.655180647,,,0.600420651,,,0.219946917,,0.218329272,0.511672044,0.581347358,0.51021482,0.629104061,0.259364424,0.6301177,0.16371841,0.48121296,0.59725702,0.46672602,0.73727322,0.16344115,0.7444698,0.217277893,0.502727934,0.504499219,0.491387503,0.656377639,0.22405774,0.663457922,0.679744914,0.320255086,Bad
Training Set for Newloandemo_4344,Good,30,No,Savings,First Bank,Med,6,32 - 36,Low - 60.17,Norm,0,Training,1,1,0,1,1,1,0.16563169,0.41524124,0.43894425,0.42131907,0.49742485,0.18364188,0.48771563,0.300615818,0.39486445,0.553071869,0.408390284,0.484024194,0.217383153,0.662056496,,,0.442025197,,,0.172362246,,0.21672975,0.50290442,0.484357831,0.334410084,0.288320445,0.222330091,0.264941406,0.16542442,0.4960709,0.47803124,0.3603639,0.57661182,0.16493689,0.57769392,0.208464661,0.491174752,0.494707157,0.492286102,0.643010747,0.218185534,0.63761974,0.457615383,0.542384617,Good
Training Set for Newloandemo_4344,Good,15,No,Other,GT Bank,Low,3,32 - 36,60.17 - 60.23,Norm,0,Validation,1,1,1,1,1,1,0.09162626,0.26547583,0.28074862,0.26635378,0.32785216,0.09334018,0.3262894,0.135806149,0.36625293,0.310347629,0.295965807,0.259434988,0.130289167,0.268373309,,,0.393655009,,,0.16059856,,0.135365762,0.368712636,0.128422229,0.35303226,0.125009948,0.134084165,0.224343142,0.1640319,0.25142068,0.25866913,0.22581015,0.12669568,0.1634254,0.10620446,0.148488452,0.382348862,0.411716231,0.377908432,0.20881219,0.147205776,0.191339532,0.268565832,0.731434168,Good
Training Set for Newloandemo_4344,Good,30,No,Other,First Bank,Med,2,32 - 36,Low - 60.17,Norm,0,Validation,1,1,0,1,1,1,0.08017597,0.23712591,0.26553264,0.22052551,0.27960267,0.08846652,0.27032731,0.217064337,0.3870167,0.398349374,0.400094261,0.324592002,0.163179328,0.522541758,,,0.486986733,,,0.325144643,,0.169792728,0.474914047,0.42026329,0.435558368,0.525368574,0.177771834,0.490395018,0.16398568,0.36279511,0.27237372,0.28554009,0.16909106,0.16561681,0.13537274,0.157654128,0.406851497,0.415523497,0.388514583,0.364268149,0.164067068,0.357651876,0.505949718,0.494050282,Bad
Training Set for Newloandemo_4344,Good,30,No,Other,Diamond Bank,Low,3,28 - 32,60.23 - 61.13,Norm,0,Validation,1,1,0,1,1,1,0.08634686,0.25301369,0.2076859,0.22236446,0.31866062,0.08744954,0.31859045,0.139581349,0.192023099,0.220097013,0.186255187,0.481789924,0.100856856,0.189678054,,,0.323339536,,,0.067080582,,0.154756197,0.410820726,0.379749939,0.235412724,0.074521625,0.169954475,0.011952036,0.13125399,0.18991603,0.19382666,0.1710444,0.09567184,0.11588217,0.07956052,0.116075144,0.276505264,0.428907423,0.252694053,0.187344974,0.113178298,0.154375214,0.175875939,0.824124061,Good
Training Set for Newloandemo_4344,Good,15,No,Other,Diamond Bank,Med,6,32 - 36,61.13 - High,Norm,0,Training,1,1,0,1,1,1,0.0453466,0.14458868,0.13952831,0.14223587,0.19871797,0.04928726,0.18631894,0.175178286,0.184492935,0.207515684,0.190421904,0.16442429,0.090153296,0.327656811,,,0.237040119,,,0.025297352,,0.019158969,0.069070102,0.200976153,0.052435113,0.017583476,0.01288385,0.000073695,0.02838408,0.12571135,0.12495009,0.11654669,0.05393982,0.03837034,0.03475397,0.157654128,0.406851497,0.415523497,0.388514583,0.318627797,0.164067068,0.321339522,0.09003089,0.90996911,Good
Training Set for Newloandemo_4344,Good,15,No,Savings,Zenith Bank,Low,3,36 - High,60.17 - 60.23,Norm,0,Training,1,1,0,1,1,1,0.1819679,0.44410096,0.50604024,0.45522474,0.53169218,0.18892175,0.53083685,0.230139895,0.57649041,0.521050252,0.576363833,0.604919918,0.289506457,0.815991934,,,0.623305348,,,0.335185149,,0.249773246,0.558683656,0.5858682,0.483370511,0.60006835,0.242414191,0.622501289,0.17299832,0.76566721,0.68539889,0.79915262,0.75857602,0.16503472,0.75987845,0.216274057,0.507926167,0.508422959,0.503665819,0.615088394,0.228301889,0.639031815,0.689573828,0.310426173,Bad
